Year,Round,Team,Player,Score,Opposition,Venue
2014,9,FRE,Matthew Pavlich,80,GEE,Domain
2014,9,ESS,Tom Bellchambers,80,SYD,Etihad
2014,9,NM,Leigh Adams,80,BL,Etihad
2014,9,STK,Cameron Shenton,79,GCS,Etihad
2014,9,RIC,Brandon Ellis,79,MEL,MCG
2014,9,COL,Dane Swan,79,ADE,Adelaide
2014,9,GEE,Travis Varcoe,79,FRE,Domain
2014,9,ADE,Taylor Walker,79,COL,Adelaide
2014,9,STK,Clinton Jones,78,GCS,Etihad
2014,9,STK,Jimmy Webster,78,GCS,Etihad
2014,9,BL,James Aish,78,NM,Etihad
2014,9,GCS,Jarrod Harbrow,78,STK,Etihad
2014,9,FRE,Michael Johnson,77,GEE,Domain
2014,9,FRE,Hayden Ballantyne,77,GEE,Domain
2014,9,GCS,Luke Russell,76,STK,Etihad
2014,9,STK,Jack Billings,76,GCS,Etihad
2014,9,ESS,Dustin Fletcher,76,SYD,Etihad
2014,9,GCS,Michael Rischitelli,76,STK,Etihad
2014,9,SYD,Dane Rampe,76,ESS,Etihad
2014,9,GEE,Taylor Hunt,76,FRE,Domain
2014,9,ADE,Brodie Martin,75,COL,Adelaide
2014,9,GCS,Harley Bennell,75,STK,Etihad
2014,9,NM,Majak Daw,74,BL,Etihad
2014,9,COL,Jarryd Blair,74,ADE,Adelaide
2014,9,GEE,Jordan Murdoch,74,FRE,Domain
2014,9,STK,Adam Schneider,73,GCS,Etihad
2014,9,NM,Drew Petrie,73,BL,Etihad
2014,9,FRE,Cameron Sutcliffe,73,GEE,Domain
2014,9,RIC,Reece Conca,73,MEL,MCG
2014,9,MEL,Matt Jones,73,RIC,MCG
2014,9,STK,Luke Dunstan,72,GCS,Etihad
2014,9,ESS,Patrick Ambrose,72,SYD,Etihad
2014,9,MEL,Jimmy Toumpas,72,RIC,MCG
2014,9,GCS,Tom J Lynch,72,STK,Etihad
2014,9,COL,Brodie Grundy,71,ADE,Adelaide
2014,9,RIC,Sam Lloyd,71,MEL,MCG
2014,9,BL,Josh Green,71,NM,Etihad
2014,9,RIC,Bachar Houli,71,MEL,MCG
2014,9,GEE,Steven Motlop,70,FRE,Domain
2014,9,SYD,Tom Derickx,70,ESS,Etihad
2014,9,MEL,Colin Garland,70,RIC,MCG
2014,9,ADE,Sam Kerridge,70,COL,Adelaide
2014,9,FRE,Lee Spurr,70,GEE,Domain
2014,9,MEL,Jack Grimes,69,RIC,MCG
2014,9,MEL,Max Gawn,69,RIC,MCG
2014,9,BL,Darcy Gardiner,69,NM,Etihad
2014,9,ADE,Kyle Hartigan,69,COL,Adelaide
2014,9,STK,Maverick Weller,69,GCS,Etihad
2014,9,NM,Sam Wright,69,BL,Etihad
2014,9,SYD,Jarrad McVeigh,68,ESS,Etihad
2014,9,ADE,Matthew Wright,68,COL,Adelaide
2014,9,ESS,Courtenay Dempsey,68,SYD,Etihad
2014,9,RIC,Alex Rance,67,MEL,MCG
2014,9,GCS,Greg Broughton,66,STK,Etihad
2014,9,FRE,Paul Duffield,65,GEE,Domain
2014,9,COL,Clinton Young,65,ADE,Adelaide
2014,9,RIC,Nathan Foley,65,MEL,MCG
2014,9,FRE,Ryan Crowley,65,GEE,Domain
2014,9,NM,Scott D Thompson,65,BL,Etihad
2014,9,FRE,Danyle Pearce,65,GEE,Domain
2014,9,COL,Nick Maxwell,65,ADE,Adelaide
2014,9,MEL,Chris Dawes,64,RIC,MCG
2014,9,STK,Nick Riewoldt,64,GCS,Etihad
2014,9,NM,Lachlan Hansen,64,BL,Etihad
2014,9,BL,Trent West,63,NM,Etihad
2014,9,COL,Marley Williams,63,ADE,Adelaide
2014,9,RIC,Ben Griffiths,63,MEL,MCG
2014,9,GEE,Tom Hawkins,63,FRE,Domain
2014,9,SYD,Lewis Jetta,62,ESS,Etihad
2014,9,BL,Claye Beams,62,NM,Etihad
2014,9,NM,Andrew Swallow,62,BL,Etihad
2014,9,MEL,Lynden Dunn,62,RIC,MCG
2014,9,ADE,Charlie Cameron,62,COL,Adelaide
2014,9,RIC,Ty Vickery,61,MEL,MCG
2014,9,BL,Tom Cutler,61,NM,Etihad
2014,9,GEE,Mark Blicavs,61,FRE,Domain
2014,9,FRE,Tommy Sheridan,61,GEE,Domain
2014,9,STK,Rhys Stanley,60,GCS,Etihad
2014,9,RIC,Jack Riewoldt,60,MEL,MCG
2014,9,ESS,Michael Hurley,60,SYD,Etihad
2014,9,GCS,Trent McKenzie,60,STK,Etihad
2014,9,GCS,Charlie Dixon,59,STK,Etihad
2014,9,FRE,Lachie Neale,59,GEE,Domain
2014,9,MEL,Dean Terlich,58,RIC,MCG
2014,9,COL,Tyson Goldsack,58,ADE,Adelaide
2014,9,FRE,Nick Suban,58,GEE,Domain
2014,9,BL,Jordan Lisle,58,NM,Etihad
2014,9,GCS,Zac Smith,58,STK,Etihad
2014,9,MEL,Rohan Bail,57,RIC,MCG
2014,9,SYD,Ted Richards,57,ESS,Etihad
2014,9,COL,Travis Cloke,57,ADE,Adelaide
2014,9,GCS,Matt Shaw,56,STK,Etihad
2014,9,GEE,Steve Johnson,56,FRE,Domain
2014,9,STK,Arryn Siposs,56,GCS,Etihad
2014,9,COL,Jamie Elliott,55,ADE,Adelaide
2014,9,GCS,Aaron Hall,55,STK,Etihad
2014,9,BL,Marco Paparone,55,NM,Etihad
2014,9,MEL,Mark Jamar,55,RIC,MCG
2014,9,SYD,Sam Reid,54,ESS,Etihad
2014,9,ESS,David Myers,54,SYD,Etihad
2014,9,GEE,Jared Rivers,54,FRE,Domain
2014,9,BL,Jackson Paine,53,NM,Etihad
2014,9,STK,Leigh Montagna,53,GCS,Etihad
2014,9,STK,Billy Longer,53,GCS,Etihad
2014,9,ADE,Ben Rutten,52,COL,Adelaide
2014,9,ESS,Kurt Aylett,51,SYD,Etihad
2014,9,SYD,Jeremy Laidler,51,ESS,Etihad
2014,9,COL,Alan Toovey,51,ADE,Adelaide
2014,9,STK,Josh Bruce,51,GCS,Etihad
2014,9,ADE,Daniel Talia,51,COL,Adelaide
2014,9,MEL,Tom McDonald,50,RIC,MCG
2014,9,ESS,Jake Melksham,50,SYD,Etihad
2014,9,RIC,Nick Vlastuin,50,MEL,MCG
2014,9,SYD,Nick Smith,50,ESS,Etihad
2014,9,COL,Jesse White,50,ADE,Adelaide
2014,9,STK,Tom Curren,49,GCS,Etihad
2014,9,GCS,Danny Stanley,49,STK,Etihad
2014,9,SYD,Adam Goodes,48,ESS,Etihad
2014,9,BL,Andrew Raines,48,NM,Etihad
2014,9,GEE,Tom Lonergan,48,FRE,Domain
2014,9,ESS,Cale Hooker,47,SYD,Etihad
2014,9,BL,Daniel Merrett,47,NM,Etihad
2014,9,GCS,Rory Thompson,47,STK,Etihad
2014,9,RIC,Troy Chaplin,47,MEL,MCG
2014,9,NM,Scott McMahon,45,BL,Etihad
2014,9,SYD,Harry Cunningham,45,ESS,Etihad
2014,9,ADE,Rory Laird,45,COL,Adelaide
2014,9,FRE,Chris Mayne,44,GEE,Domain
2014,9,COL,Brent Macaffer,44,ADE,Adelaide
2014,9,RIC,Ben Lennon,44,MEL,MCG
2014,9,MEL,Aidan Riley,44,RIC,MCG
2014,9,ESS,Jackson Merrett,44,SYD,Etihad
2014,9,RIC,Steven Morris,43,MEL,MCG
2014,9,RIC,Matt McDonough,43,MEL,MCG
2014,9,NM,Shaun Atley,42,BL,Etihad
2014,9,GEE,Dawson Simpson,42,FRE,Domain
2014,9,BL,Justin Clarke,41,NM,Etihad
2014,9,FRE,Alex Silvagni,40,GEE,Domain
2014,9,FRE,Zac Dawson,38,GEE,Domain
2014,9,ESS,Joe Daniher,38,SYD,Etihad
2014,9,FRE,Matt de Boer,38,GEE,Domain
2014,9,SYD,Heath Grundy,38,ESS,Etihad
2014,9,GCS,Sam Day,37,STK,Etihad
2014,9,RIC,Shaun Hampson,36,MEL,MCG
2014,9,ADE,Luke Brown,35,COL,Adelaide
2014,9,COL,Lachlan Keeffe,33,ADE,Adelaide
2014,9,MEL,Christian Salem,33,RIC,MCG
2014,9,RIC,David Astbury,33,MEL,MCG
2014,9,COL,Jarrod Witts,33,ADE,Adelaide
2014,9,ESS,Jake Carlisle,32,SYD,Etihad
2014,9,GCS,Steven May,32,STK,Etihad
2014,9,NM,Joel Tippett,31,BL,Etihad
2014,9,BL,Michael Close,30,NM,Etihad
2014,9,MEL,Jay Kennedy-Harris,30,RIC,MCG
2014,9,GCS,Alex Sexton,28,STK,Etihad
2014,9,STK,Luke Delaney,27,GCS,Etihad
2014,9,BL,Nick Robertson,26,NM,Etihad
2014,9,GEE,Harry Taylor,25,FRE,Domain
2014,9,COL,Jack Frost,23,ADE,Adelaide
2014,9,COL,Sam Dwyer,22,ADE,Adelaide
2014,9,ADE,Matthew Crouch,20,COL,Adelaide
2014,9,GCS,Sean Lemmens,19,STK,Etihad
2014,9,GEE,Jackson Sheringham,19,FRE,Domain
2014,9,BL,Dayne Zorko,14,NM,Etihad
2014,9,NM,Ryan Bastinac,13,BL,Etihad
2014,9,BL,Jonathan Brown,10,NM,Etihad
2014,9,SYD,Brandon Jack,3,ESS,Etihad
2014,9,STK,Blake Acres,2,GCS,Etihad
2014,10,RIC,Jack Riewoldt,156,GWS,Spotless
2014,10,GEE,Jimmy Bartel,155,NM,Simonds
2014,10,NM,Levi Greenwood,146,GEE,Simonds
2014,10,CAR,Kade Simpson,143,ADE,MCG
2014,10,WCE,Matt Priddis,137,COL,MCG
2014,10,HAW,Jordan Lewis,136,PA,Adelaide
2014,10,GEE,James Kelly,131,NM,Simonds
2014,10,PA,Travis Boak,128,HAW,Adelaide
2014,10,RIC,Brandon Ellis,127,GWS,Spotless
2014,10,GWS,Dylan Shiel,126,RIC,Spotless
2014,10,GCS,Jarrod Harbrow,119,WB,Metricon
2014,10,COL,Scott Pendlebury,119,WCE,MCG
2014,10,GWS,Adam Treloar,118,RIC,Spotless
2014,10,CAR,Dale Thomas,117,ADE,MCG
2014,10,GCS,Dion Prestia,116,WB,Metricon
2014,10,PA,Brad Ebert,115,HAW,Adelaide
2014,10,COL,Steele Sidebottom,115,WCE,MCG
2014,10,WB,Ryan Griffen,115,GCS,Metricon
2014,10,GEE,Andrew Mackie,115,NM,Simonds
2014,10,COL,Dayne Beams,113,WCE,MCG
2014,10,CAR,Bryce Gibbs,113,ADE,MCG
2014,10,WCE,Dean Cox,113,COL,MCG
2014,10,HAW,Matthew Suckling,112,PA,Adelaide
2014,10,WB,Matthew Boyd,112,GCS,Metricon
2014,10,WB,Tom Liberatore,111,GCS,Metricon
2014,10,RIC,Dustin Martin,111,GWS,Spotless
2014,10,NM,Jack Ziebell,110,GEE,Simonds
2014,10,RIC,Bachar Houli,109,GWS,Spotless
2014,10,HAW,Isaac Smith,108,PA,Adelaide
2014,10,WB,Luke Dahlhaus,107,GCS,Metricon
2014,10,WCE,Scott Selwood,106,COL,MCG
2014,10,COL,Brent Macaffer,105,WCE,MCG
2014,10,WCE,Andrew Gaff,105,COL,MCG
2014,10,ADE,Rory Laird,104,CAR,MCG
2014,10,HAW,Liam Shiels,104,PA,Adelaide
2014,10,ADE,Sam Jacobs,103,CAR,MCG
2014,10,ADE,Scott Thompson,102,CAR,MCG
2014,10,RIC,Trent Cotchin,102,GWS,Spotless
2014,10,RIC,Matthew Thomas,102,GWS,Spotless
2014,10,NM,Brent Harvey,102,GEE,Simonds
2014,10,RIC,Brett Deledio,102,GWS,Spotless
2014,10,COL,Dane Swan,101,WCE,MCG
2014,10,GCS,Brandon Matera,101,WB,Metricon
2014,10,GCS,Matt Shaw,101,WB,Metricon
2014,10,GEE,Tom Hawkins,100,NM,Simonds
2014,10,WB,Will Minson,99,GCS,Metricon
2014,10,HAW,Shaun Burgoyne,98,PA,Adelaide
2014,10,GEE,Mathew Stokes,96,NM,Simonds
2014,10,GEE,Joel Selwood,96,NM,Simonds
2014,10,GWS,Tom Scully,96,RIC,Spotless
2014,10,HAW,Mitch Hallahan,95,PA,Adelaide
2014,10,CAR,Jarrad Waite,95,ADE,MCG
2014,10,PA,Jared Polec,95,HAW,Adelaide
2014,10,RIC,Reece Conca,95,GWS,Spotless
2014,10,CAR,Brock McLean,94,ADE,MCG
2014,10,HAW,Jack Gunston,94,PA,Adelaide
2014,10,WCE,Chris Masten,94,COL,MCG
2014,10,RIC,Nathan Foley,93,GWS,Spotless
2014,10,WCE,Sharrod Wellingham,93,COL,MCG
2014,10,GWS,Stephen Coniglio,92,RIC,Spotless
2014,10,PA,Ollie Wines,92,HAW,Adelaide
2014,10,GEE,Hamish McIntosh,92,NM,Simonds
2014,10,CAR,Chris Yarran,92,ADE,MCG
2014,10,WCE,Darren Glass,91,COL,MCG
2014,10,WCE,Jack Darling,90,COL,MCG
2014,10,GEE,Cameron Guthrie,90,NM,Simonds
2014,10,GCS,Tom J Lynch,90,WB,Metricon
2014,10,WCE,Xavier Ellis,89,COL,MCG
2014,10,GWS,Adam Tomlinson,89,RIC,Spotless
2014,10,NM,Nick Dal Santo,89,GEE,Simonds
2014,10,WCE,Matt Rosa,89,COL,MCG
2014,10,PA,Kane Mitchell,89,HAW,Adelaide
2014,10,COL,Jamie Elliott,88,WCE,MCG
2014,10,COL,Tyson Goldsack,86,WCE,MCG
2014,10,GEE,Mitch Duncan,86,NM,Simonds
2014,10,GEE,George Horlin-Smith,86,NM,Simonds
2014,10,PA,Kane Cornes,86,HAW,Adelaide
2014,10,CAR,Andrejs Everitt,85,ADE,MCG
2014,10,COL,Nick Maxwell,85,WCE,MCG
2014,10,RIC,Ben Lennon,83,GWS,Spotless
2014,10,HAW,Grant Birchall,83,PA,Adelaide
2014,10,PA,Matthew Lobbe,83,HAW,Adelaide
2014,10,WB,Shaun Higgins,83,GCS,Metricon
2014,10,WCE,Elliot Yeo,83,COL,MCG
2014,10,WB,Jack Macrae,83,GCS,Metricon
2014,10,COL,Clinton Young,82,WCE,MCG
2014,10,ADE,Eddie Betts,82,CAR,MCG
2014,10,GCS,Jaeger O'Meara,82,WB,Metricon
2014,10,CAR,Andrew Walker,82,ADE,MCG
2014,10,COL,Luke Ball,81,WCE,MCG
2014,10,HAW,Paul Puopolo,81,PA,Adelaide
2014,10,ADE,Brodie Martin,80,CAR,MCG
2014,10,WCE,Shannon Hurn,80,COL,MCG
2014,10,GEE,Corey Enright,80,NM,Simonds
2014,10,HAW,Luke Breust,79,PA,Adelaide
2014,10,ADE,Matthew Jaensch,79,CAR,MCG
2014,10,GCS,Charlie Dixon,79,WB,Metricon
2014,10,COL,Jarryd Blair,79,WCE,MCG
2014,10,GCS,Gary Ablett,78,WB,Metricon
2014,10,PA,Robbie Gray,78,HAW,Adelaide
2014,10,HAW,Ben Stratton,77,PA,Adelaide
2014,10,RIC,Ty Vickery,77,GWS,Spotless
2014,10,ADE,Richard Douglas,77,CAR,MCG
2014,10,PA,Matthew Broadbent,77,HAW,Adelaide
2014,10,NM,Leigh Adams,77,GEE,Simonds
2014,10,GCS,Harley Bennell,76,WB,Metricon
2014,10,WCE,Jamie Cripps,76,COL,MCG
2014,10,WCE,Nic Naitanui,76,COL,MCG
2014,10,WCE,Luke Shuey,75,COL,MCG
2014,10,WCE,Josh Hill,74,COL,MCG
2014,10,ADE,Patrick Dangerfield,74,CAR,MCG
2014,10,GCS,Kade Kolodjashnij,74,WB,Metricon
2014,10,ADE,Rory Sloane,74,CAR,MCG
2014,10,RIC,Shaun Grigg,74,GWS,Spotless
2014,10,ADE,David Mackay,73,CAR,MCG
2014,10,NM,Robin Nahas,73,GEE,Simonds
2014,10,RIC,Alex Rance,73,GWS,Spotless
2014,10,GCS,Danny Stanley,73,WB,Metricon
2014,10,GWS,Jacob Townsend,73,RIC,Spotless
2014,10,PA,Chad Wingard,73,HAW,Adelaide
2014,10,CAR,Marc Murphy,72,ADE,MCG
2014,10,CAR,Sam Docherty,72,ADE,MCG
2014,10,NM,Andrew Swallow,72,GEE,Simonds
2014,10,GCS,David Swallow,72,WB,Metricon
2014,10,COL,Heritier Lumumba,72,WCE,MCG
2014,10,GEE,Steven Motlop,71,NM,Simonds
2014,10,HAW,Ryan Schoenmakers,71,PA,Adelaide
2014,10,PA,Jackson Trengove,71,HAW,Adelaide
2014,10,GEE,Travis Varcoe,71,NM,Simonds
2014,10,PA,Angus Monfries,71,HAW,Adelaide
2014,10,NM,Shaun Atley,71,GEE,Simonds
2014,10,GEE,Jordan Murdoch,71,NM,Simonds
2014,10,GWS,Devon Smith,71,RIC,Spotless
2014,10,CAR,Troy Menzel,71,ADE,MCG
2014,10,WB,Adam Cooney,70,GCS,Metricon
2014,10,RIC,Shaun Hampson,70,GWS,Spotless
2014,10,COL,Alex Fasolo,70,WCE,MCG
2014,10,RIC,Matt McDonough,69,GWS,Spotless
2014,10,WB,Jason Tutt,69,GCS,Metricon
2014,10,COL,Marley Williams,69,WCE,MCG
2014,10,HAW,Billy Hartung,69,PA,Adelaide
2014,10,WB,Liam Picken,69,GCS,Metricon
2014,10,CAR,David Ellard,68,ADE,MCG
2014,10,ADE,Luke Brown,68,CAR,MCG
2014,10,WCE,Brad Sheppard,68,COL,MCG
2014,10,GWS,Adam Kennedy,68,RIC,Spotless
2014,10,GCS,Luke Russell,68,WB,Metricon
2014,10,NM,Todd Goldstein,68,GEE,Simonds
2014,10,HAW,Johnathon Ceglar,67,PA,Adelaide
2014,10,WB,Easton Wood,67,GCS,Metricon
2014,10,GWS,Dylan Addison,67,RIC,Spotless
2014,10,NM,Ryan Bastinac,67,GEE,Simonds
2014,10,COL,Tom Langdon,67,WCE,MCG
2014,10,NM,Sam Gibson,67,GEE,Simonds
2014,10,GCS,Steven May,67,WB,Metricon
2014,10,HAW,Taylor Duryea,67,PA,Adelaide
2014,10,ADE,Matthew Wright,66,CAR,MCG
2014,10,PA,Justin Westhoff,66,HAW,Adelaide
2014,10,CAR,Zach Tuohy,66,ADE,MCG
2014,10,GCS,Zac Smith,66,WB,Metricon
2014,10,HAW,Luke Hodge,66,PA,Adelaide
2014,10,GWS,Curtly Hampton,66,RIC,Spotless
2014,10,ADE,Kyle Hartigan,65,CAR,MCG
2014,10,CAR,Levi Casboult,64,ADE,MCG
2014,10,WB,Jordan Roughead,64,GCS,Metricon
2014,10,COL,Brodie Grundy,63,WCE,MCG
2014,10,GWS,Callan Ward,63,RIC,Spotless
2014,10,HAW,Bradley Hill,63,PA,Adelaide
2014,10,CAR,Robert Warnock,63,ADE,MCG
2014,10,NM,Michael Firrito,62,GEE,Simonds
2014,10,RIC,Ben Griffiths,62,GWS,Spotless
2014,10,PA,Hamish Hartlett,62,HAW,Adelaide
2014,10,GWS,Will Hoskin-Elliott,62,RIC,Spotless
2014,10,WCE,Jamie Bennell,62,COL,MCG
2014,10,GWS,Aidan Corr,61,RIC,Spotless
2014,10,WCE,Eric Mackenzie,61,COL,MCG
2014,10,GEE,Jesse Stringer,61,NM,Simonds
2014,10,GWS,Rhys Palmer,61,RIC,Spotless
2014,10,HAW,Brad Sewell,60,PA,Adelaide
2014,10,RIC,Shane Edwards,60,GWS,Spotless
2014,10,NM,Lachlan Hansen,60,GEE,Simonds
2014,10,WB,Robert Murphy,59,GCS,Metricon
2014,10,ADE,Taylor Walker,58,CAR,MCG
2014,10,NM,Lindsay Thomas,58,GEE,Simonds
2014,10,ADE,Sam Kerridge,58,CAR,MCG
2014,10,GCS,Michael Rischitelli,57,WB,Metricon
2014,10,GCS,Aaron Hall,57,WB,Metricon
2014,10,ADE,Daniel Talia,57,CAR,MCG
2014,10,NM,Drew Petrie,57,GEE,Simonds
2014,10,HAW,Jonathan Simpkin,56,PA,Adelaide
2014,10,GWS,Lachie Whitfield,55,RIC,Spotless
2014,10,HAW,Will Langford,55,PA,Adelaide
2014,10,NM,Scott D Thompson,55,GEE,Simonds
2014,10,CAR,Dennis Armfield,55,ADE,MCG
2014,10,PA,Alipate Carlile,54,HAW,Adelaide
2014,10,GEE,Jackson Sheringham,53,NM,Simonds
2014,10,NM,Ben Cunnington,53,GEE,Simonds
2014,10,PA,Jack Hombsch,53,HAW,Adelaide
2014,10,CAR,Dylan Buckley,53,ADE,MCG
2014,10,GCS,Trent McKenzie,52,WB,Metricon
2014,10,WB,Dale Morris,52,GCS,Metricon
2014,10,GWS,Heath Shaw,51,RIC,Spotless
2014,10,RIC,Troy Chaplin,51,GWS,Spotless
2014,10,ADE,Ben Rutten,51,CAR,MCG
2014,10,NM,Luke McDonald,51,GEE,Simonds
2014,10,PA,Jasper Pittard,51,HAW,Adelaide
2014,10,CAR,Simon White,51,ADE,MCG
2014,10,WCE,Josh J Kennedy,51,COL,MCG
2014,10,GWS,Shane Mumford,50,RIC,Spotless
2014,10,PA,Jarman Impey,50,HAW,Adelaide
2014,10,NM,Majak Daw,50,GEE,Simonds
2014,10,ADE,James Podsiadly,50,CAR,MCG
2014,10,RIC,Matt Dea,50,GWS,Spotless
2014,10,COL,Alan Toovey,49,WCE,MCG
2014,10,WB,Marcus Bontempelli,49,GCS,Metricon
2014,10,HAW,David Hale,48,PA,Adelaide
2014,10,GEE,Harry Taylor,48,NM,Simonds
2014,10,WB,Jake Stringer,48,GCS,Metricon
2014,10,COL,Jarrod Witts,47,WCE,MCG
2014,10,WB,Clay Smith,47,GCS,Metricon
2014,10,ADE,Brodie Smith,45,CAR,MCG
2014,10,CAR,Sam Rowe,43,ADE,MCG
2014,10,GCS,Greg Broughton,43,WB,Metricon
2014,10,GEE,Dawson Simpson,43,NM,Simonds
2014,10,COL,Travis Cloke,42,WCE,MCG
2014,10,GEE,Mark Blicavs,41,NM,Simonds
2014,10,NM,Aaron Black,41,GEE,Simonds
2014,10,RIC,Dylan Grimes,41,GWS,Spotless
2014,10,WB,Stewart Crameri,40,GCS,Metricon
2014,10,GWS,Stephen Gilham,40,RIC,Spotless
2014,10,GCS,Alex Sexton,39,WB,Metricon
2014,10,WB,Koby Stevens,38,GCS,Metricon
2014,10,GWS,Jonathon Patton,38,RIC,Spotless
2014,10,GEE,Jed Bews,38,NM,Simonds
2014,10,CAR,Michael Jamison,38,ADE,MCG
2014,10,GEE,Jared Rivers,38,NM,Simonds
2014,10,CAR,Lachie Henderson,37,ADE,MCG
2014,10,ADE,Charlie Cameron,37,CAR,MCG
2014,10,PA,Matt White,36,HAW,Adelaide
2014,10,ADE,Josh Jenkins,35,CAR,MCG
2014,10,WB,Daniel Giansiracusa,34,GCS,Metricon
2014,10,WB,Fletcher Roberts,32,GCS,Metricon
2014,10,GCS,Sam Day,32,WB,Metricon
2014,10,NM,Joel Tippett,31,GEE,Simonds
2014,10,PA,Jay Schulz,30,HAW,Adelaide
2014,10,WB,Brett Goodes,28,GCS,Metricon
2014,10,WCE,Mitchell Brown,27,COL,MCG
2014,10,COL,Jesse White,27,WCE,MCG
2014,10,PA,Dom Cassisi,26,HAW,Adelaide
2014,10,HAW,Ben McEvoy,25,PA,Adelaide
2014,10,ADE,Jarryd Lyons,24,CAR,MCG
2014,10,NM,Sam Wright,23,GEE,Simonds
2014,10,GWS,Jonathan Giles,22,RIC,Spotless
2014,10,WCE,Mark Hutchings,21,COL,MCG
2014,10,GWS,Jeremy Cameron,21,RIC,Spotless
2014,10,RIC,Steven Morris,21,GWS,Spotless
2014,10,CAR,Jeff Garlett,14,ADE,MCG
2014,10,GEE,Tom Lonergan,13,NM,Simonds
2014,10,PA,Aaron Young,11,HAW,Adelaide
2014,10,GCS,Sean Lemmens,9,WB,Metricon
2014,10,RIC,Dan Jackson,8,GWS,Spotless
2014,10,COL,Jack Frost,4,WCE,MCG
2014,10,GWS,Josh Kelly,0,RIC,Spotless
2014,10,COL,Nathan J. Brown,0,WCE,MCG
2014,11,CAR,Marc Murphy,153,BL,Gabba
2014,11,BL,Tom Rockliff,153,CAR,Gabba
2014,11,COL,Travis Cloke,150,STK,Etihad
2014,11,WCE,Matt Priddis,143,NM,Domain
2014,11,SYD,Nick Malceski,143,GEE,SCG
2014,11,GWS,Devon Smith,137,HAW,MCG
2014,11,FRE,Michael Barlow,134,WB,Etihad
2014,11,GWS,Callan Ward,134,HAW,MCG
2014,11,NM,Levi Greenwood,133,WCE,Domain
2014,11,WCE,Mark LeCras,133,NM,Domain
2014,11,SYD,Ben McGlynn,133,GEE,SCG
2014,11,ESS,David Zaharakis,131,RIC,MCG
2014,11,COL,Josh Thomas,131,STK,Etihad
2014,11,SYD,Craig Bird,131,GEE,SCG
2014,11,GCS,Dion Prestia,130,ADE,Adelaide
2014,11,ESS,Ben Howlett,130,RIC,MCG
2014,11,WB,Tom Liberatore,129,FRE,Etihad
2014,11,ESS,Brent Stanton,128,RIC,MCG
2014,11,COL,Dayne Beams,126,STK,Etihad
2014,11,ESS,Dustin Fletcher,125,RIC,MCG
2014,11,GWS,Lachie Whitfield,125,HAW,MCG
2014,11,SYD,Josh P. Kennedy,123,GEE,SCG
2014,11,SYD,Kieren Jack,123,GEE,SCG
2014,11,WB,Robert Murphy,121,FRE,Etihad
2014,11,FRE,Stephen Hill,121,WB,Etihad
2014,11,NM,Ben Cunnington,121,WCE,Domain
2014,11,GWS,Adam Treloar,120,HAW,MCG
2014,11,BL,Jack Redden,120,CAR,Gabba
2014,11,COL,Clinton Young,118,STK,Etihad
2014,11,GCS,David Swallow,118,ADE,Adelaide
2014,11,MEL,Dom Tyson,117,PA,TIO
2014,11,ADE,Taylor Walker,116,GCS,Adelaide
2014,11,HAW,Isaac Smith,115,GWS,MCG
2014,11,ESS,Jobe Watson,114,RIC,MCG
2014,11,BL,Dayne Zorko,114,CAR,Gabba
2014,11,ADE,Brodie Smith,114,GCS,Adelaide
2014,11,ESS,Brendon Goddard,114,RIC,MCG
2014,11,COL,Scott Pendlebury,113,STK,Etihad
2014,11,SYD,Lance Franklin,113,GEE,SCG
2014,11,ADE,Rory Sloane,113,GCS,Adelaide
2014,11,ADE,Matthew Jaensch,112,GCS,Adelaide
2014,11,PA,Justin Westhoff,110,MEL,TIO
2014,11,NM,Nick Dal Santo,109,WCE,Domain
2014,11,STK,Lenny Hayes,109,COL,Etihad
2014,11,WB,Shaun Higgins,109,FRE,Etihad
2014,11,NM,Leigh Adams,108,WCE,Domain
2014,11,SYD,Luke Parker,108,GEE,SCG
2014,11,PA,Matthew Broadbent,106,MEL,TIO
2014,11,NM,Ryan Bastinac,106,WCE,Domain
2014,11,NM,Sam Gibson,106,WCE,Domain
2014,11,SYD,Dan Hannebery,105,GEE,SCG
2014,11,WCE,Shannon Hurn,105,NM,Domain
2014,11,ESS,Paul Chapman,105,RIC,MCG
2014,11,GWS,Tom Scully,105,HAW,MCG
2014,11,CAR,Robert Warnock,105,BL,Gabba
2014,11,CAR,Sam Docherty,105,BL,Gabba
2014,11,RIC,Dustin Martin,105,ESS,MCG
2014,11,WCE,Nic Naitanui,104,NM,Domain
2014,11,CAR,Kade Simpson,104,BL,Gabba
2014,11,PA,Kane Cornes,104,MEL,TIO
2014,11,GEE,Joel Selwood,104,SYD,SCG
2014,11,RIC,Brandon Ellis,104,ESS,MCG
2014,11,GWS,Heath Shaw,104,HAW,MCG
2014,11,NM,Andrew Swallow,102,WCE,Domain
2014,11,STK,Leigh Montagna,102,COL,Etihad
2014,11,COL,Jarrod Witts,102,STK,Etihad
2014,11,BL,Pearce Hanley,99,CAR,Gabba
2014,11,BL,Marco Paparone,99,CAR,Gabba
2014,11,GCS,Gary Ablett,98,ADE,Adelaide
2014,11,ESS,Zach Merrett,98,RIC,MCG
2014,11,SYD,Rhyce Shaw,98,GEE,SCG
2014,11,HAW,Brad Sewell,98,GWS,MCG
2014,11,GWS,Shane Mumford,98,HAW,MCG
2014,11,WB,Jack Macrae,97,FRE,Etihad
2014,11,MEL,James Frawley,97,PA,TIO
