Year,Round,Team,Player,Score,Opposition,Venue
2016,9,NM,Shaun Atley,56,CAR,Etihad
2016,9,GCS,Luke Russell,56,ADE,Metricon
2016,9,GCS,Seb Tape,56,ADE,Metricon
2016,9,GEE,Jed Bews,56,COL,MCG
2016,9,WCE,Chris Masten,55,PA,Adelaide
2016,9,BL,Nick Robertson,55,MEL,MCG
2016,9,FRE,Hayden Ballantyne,55,RIC,Domain
2016,9,MEL,Dean Kent,55,BL,MCG
2016,9,BL,Jackson Paine,55,MEL,MCG
2016,9,FRE,Clancee Pearce,54,RIC,Domain
2016,9,HAW,James Sicily,54,SYD,MCG
2016,9,HAW,Cyril Rioli,54,SYD,MCG
2016,9,FRE,Matthew Pavlich,54,RIC,Domain
2016,9,NM,Robin Nahas,54,CAR,Etihad
2016,9,GCS,Jarrod Harbrow,54,ADE,Metricon
2016,9,BL,Jonathan Freeman,54,MEL,MCG
2016,9,FRE,Lee Spurr,53,RIC,Domain
2016,9,RIC,Kane Lambert,53,FRE,Domain
2016,9,HAW,Sam Mitchell,53,SYD,MCG
2016,9,WB,Bailey Williams,53,GWS,Spotless
2016,9,WB,Lin Jong,52,GWS,Spotless
2016,9,STK,Sean Dempster,52,ESS,Etihad
2016,9,WCE,Jack Darling,52,PA,Adelaide
2016,9,CAR,Liam Jones,52,NM,Etihad
2016,9,GCS,Brandon Matera,52,ADE,Metricon
2016,9,COL,Jarryd Blair,51,GEE,MCG
2016,9,SYD,Zak Jones,51,HAW,MCG
2016,9,PA,Tom Jonas,51,WCE,Adelaide
2016,9,ESS,Darcy Parish,51,STK,Etihad
2016,9,NM,Drew Petrie,51,CAR,Etihad
2016,9,WB,Caleb Daniel,51,GWS,Spotless
2016,9,COL,Mason Cox,51,GEE,MCG
2016,9,ADE,Jake Lever,50,GCS,Metricon
2016,9,GEE,Rhys Stanley,50,COL,MCG
2016,9,CAR,Liam Sumner,50,NM,Etihad
2016,9,CAR,Daniel Gorringe,50,NM,Etihad
2016,9,COL,Jack Frost,50,GEE,MCG
2016,9,FRE,Matt Taberner,49,RIC,Domain
2016,9,ADE,Kyle Cheney,49,GCS,Metricon
2016,9,WB,Toby McLean,49,GWS,Spotless
2016,9,PA,Darcy Byrne-Jones,49,WCE,Adelaide
2016,9,STK,Daniel McKenzie,49,ESS,Etihad
2016,9,BL,Ben Keays,49,MEL,MCG
2016,9,FRE,Tommy Sheridan,49,RIC,Domain
2016,9,SYD,Nick Smith,48,HAW,MCG
2016,9,CAR,Dennis Armfield,48,NM,Etihad
2016,9,MEL,Oscar McDonald,48,BL,MCG
2016,9,ESS,Michael Hartley,47,STK,Etihad
2016,9,WCE,Sam Butler,47,PA,Adelaide
2016,9,MEL,Max Gawn,47,BL,MCG
2016,9,RIC,Alex Rance,47,FRE,Domain
2016,9,FRE,Jonathon Griffin,47,RIC,Domain
2016,9,STK,Jade Gresham,46,ESS,Etihad
2016,9,NM,Michael Firrito,46,CAR,Etihad
2016,9,COL,Alan Toovey,46,GEE,MCG
2016,9,WCE,Liam Duggan,46,PA,Adelaide
2016,9,SYD,Jeremy Laidler,46,HAW,MCG
2016,9,COL,Josh Smith,46,GEE,MCG
2016,9,HAW,Ben Stratton,45,SYD,MCG
2016,9,COL,Brayden Maynard,45,GEE,MCG
2016,9,WCE,Brad Sheppard,45,PA,Adelaide
2016,9,WCE,Andrew Gaff,44,PA,Adelaide
2016,9,GEE,Harry Taylor,44,COL,MCG
2016,9,WB,Jake Stringer,43,GWS,Spotless
2016,9,WCE,Eric MacKenzie,43,PA,Adelaide
2016,9,GEE,Shane Kersten,42,COL,MCG
2016,9,STK,Jimmy Webster,42,ESS,Etihad
2016,9,FRE,Garrick Ibbotson,42,RIC,Domain
2016,9,GCS,Darcy MacPherson,42,ADE,Metricon
2016,9,RIC,Connor Menadue,42,FRE,Domain
2016,9,ESS,Orazio Fantasia,40,STK,Etihad
2016,9,WB,Fletcher Roberts,40,GWS,Spotless
2016,9,FRE,Lachie Weller,40,RIC,Domain
2016,9,STK,Sam Gilbert,40,ESS,Etihad
2016,9,BL,Billy Evans,40,MEL,MCG
2016,9,WCE,Jeremy McGovern,39,PA,Adelaide
2016,9,WCE,Will Schofield,38,PA,Adelaide
2016,9,ESS,James Polkinghorne,37,STK,Etihad
2016,9,CAR,Jacob Weitering,37,NM,Etihad
2016,9,PA,Jack Hombsch,37,WCE,Adelaide
2016,9,HAW,Kaiden Brand,37,SYD,MCG
2016,9,GEE,George Horlin-Smith,34,COL,MCG
2016,9,PA,Jarman Impey,34,WCE,Adelaide
2016,9,HAW,Tim O'Brien,34,SYD,MCG
2016,9,MEL,Jayden Hunt,34,BL,MCG
2016,9,RIC,Dylan Grimes,33,FRE,Domain
2016,9,CAR,Andrejs Everitt,32,NM,Etihad
2016,9,GWS,Joel Patfull,32,WB,Spotless
2016,9,RIC,Jake Batchelor,31,FRE,Domain
2016,9,CAR,Jed Lamb,30,NM,Etihad
2016,9,COL,Benjamin Crocker,30,GEE,MCG
2016,9,RIC,Jayden Short,29,FRE,Domain
2016,9,CAR,Simon White,29,NM,Etihad
2016,9,FRE,Zac Clarke,28,RIC,Domain
2016,9,GCS,Callum Ah Chee,24,ADE,Metricon
2016,9,FRE,Zac Dawson,23,RIC,Domain
2016,9,STK,Dylan Roberton,23,ESS,Etihad
2016,9,WB,Kieran Collins,22,GWS,Spotless
2016,9,BL,Josh Schache,20,MEL,MCG
2016,9,CAR,Sam Rowe,18,NM,Etihad
2016,9,SYD,Ted Richards,18,HAW,MCG
2016,9,BL,Daniel Merrett,18,MEL,MCG
2016,9,ESS,Mason Redman,17,STK,Etihad
2016,9,ESS,Conor McKenna,11,STK,Etihad
2016,9,GWS,Tim Mohr,10,WB,Spotless
2016,9,RIC,Ty Vickery,6,FRE,Domain
2016,9,GWS,Matt Buntine,3,WB,Spotless
2016,10,SYD,Tom Mitchell,163,NM,SCG
2016,10,STK,David Armitage,158,FRE,Etihad
2016,10,MEL,Max Gawn,142,PA,TIO
2016,10,HAW,Jordan Lewis,140,BL,Gabba
2016,10,WB,Jack Macrae,139,COL,MCG
2016,10,CAR,Bryce Gibbs,137,GEE,Etihad
2016,10,STK,Nick Riewoldt,136,FRE,Etihad
2016,10,STK,Jack Steven,135,FRE,Etihad
2016,10,ESS,Brendon Goddard,134,RIC,MCG
2016,10,WB,Luke Dahlhaus,132,COL,MCG
2016,10,CAR,Ed Curnow,132,GEE,Etihad
2016,10,SYD,Josh P. Kennedy,129,NM,SCG
2016,10,SYD,Kieren Jack,126,NM,SCG
2016,10,SYD,Dan Hannebery,125,NM,SCG
2016,10,COL,Scott Pendlebury,124,WB,MCG
2016,10,STK,Leigh Montagna,123,FRE,Etihad
2016,10,RIC,Dustin Martin,123,ESS,MCG
2016,10,GEE,Patrick Dangerfield,122,CAR,Etihad
2016,10,WB,Lachie Hunter,122,COL,MCG
2016,10,GCS,Gary Ablett,120,WCE,Domain
2016,10,RIC,Trent Cotchin,120,ESS,MCG
2016,10,COL,Adam Treloar,119,WB,MCG
2016,10,HAW,Josh Gibson,118,BL,Gabba
2016,10,COL,Jeremy Howe,117,WB,MCG
2016,10,HAW,Cyril Rioli,117,BL,Gabba
2016,10,PA,Chad Wingard,116,MEL,TIO
2016,10,GWS,Josh Kelly,116,ADE,Adelaide
2016,10,GCS,Dion Prestia,116,WCE,Domain
2016,10,ADE,Taylor Walker,116,GWS,Adelaide
2016,10,WB,Josh Dunkley,115,COL,MCG
2016,10,WB,Tom Liberatore,115,COL,MCG
2016,10,ESS,Zach Merrett,115,RIC,MCG
2016,10,WCE,Scott Lycett,115,GCS,Domain
2016,10,GEE,Jimmy Bartel,113,CAR,Etihad
2016,10,GEE,Mitch Duncan,113,CAR,Etihad
2016,10,COL,Brayden Maynard,113,WB,MCG
2016,10,WCE,Josh J. Kennedy,113,GCS,Domain
2016,10,GWS,Dylan Shiel,113,ADE,Adelaide
2016,10,ESS,James Kelly,110,RIC,MCG
2016,10,GWS,Tom Scully,109,ADE,Adelaide
2016,10,RIC,Brett Deledio,108,ESS,MCG
2016,10,BL,Pearce Hanley,107,HAW,Gabba
2016,10,COL,Jack Crisp,107,WB,MCG
2016,10,COL,Steele Sidebottom,107,WB,MCG
2016,10,STK,Jack Newnes,106,FRE,Etihad
2016,10,HAW,Luke Breust,106,BL,Gabba
2016,10,BL,Dayne Zorko,106,HAW,Gabba
2016,10,GCS,Nick Malceski,105,WCE,Domain
2016,10,WCE,Jamie Cripps,105,GCS,Domain
2016,10,BL,Allen Christensen,105,HAW,Gabba
2016,10,SYD,Lance Franklin,105,NM,SCG
2016,10,HAW,Shaun Burgoyne,105,BL,Gabba
2016,10,GEE,Corey Enright,105,CAR,Etihad
2016,10,CAR,Matthew Kreuzer,104,GEE,Etihad
2016,10,FRE,Lachie Neale,104,STK,Etihad
2016,10,PA,Robbie Gray,103,MEL,TIO
2016,10,MEL,Nathan Jones,103,PA,TIO
2016,10,ESS,David Zaharakis,103,RIC,MCG
2016,10,CAR,Sam Docherty,102,GEE,Etihad
2016,10,ADE,Brodie Smith,102,GWS,Adelaide
2016,10,ADE,Rory Atkins,102,GWS,Adelaide
2016,10,MEL,Jesse Hogan,101,PA,TIO
2016,10,PA,Sam Gray,101,MEL,TIO
2016,10,CAR,Andrejs Everitt,100,GEE,Etihad
2016,10,SYD,Jarrad McVeigh,100,NM,SCG
2016,10,CAR,Kade Simpson,100,GEE,Etihad
2016,10,COL,Ben Reid,100,WB,MCG
2016,10,NM,Andrew Swallow,100,SYD,SCG
2016,10,WCE,Brad Sheppard,99,GCS,Domain
2016,10,NM,Todd Goldstein,99,SYD,SCG
2016,10,SYD,Jake Lloyd,99,NM,SCG
2016,10,PA,Darcy Byrne-Jones,99,MEL,TIO
2016,10,HAW,Jack Gunston,99,BL,Gabba
2016,10,ADE,Eddie Betts,98,GWS,Adelaide
2016,10,NM,Jack Ziebell,98,SYD,SCG
2016,10,GCS,Aaron Hall,98,WCE,Domain
2016,10,CAR,Patrick Cripps,98,GEE,Etihad
2016,10,WB,Easton Wood,98,COL,MCG
2016,10,WB,Matthew Boyd,97,COL,MCG
2016,10,NM,Daniel Wells,97,SYD,SCG
2016,10,RIC,Brandon Ellis,97,ESS,MCG
2016,10,RIC,Shane Edwards,97,ESS,MCG
2016,10,NM,Ben Cunnington,96,SYD,SCG
2016,10,COL,Brodie Grundy,95,WB,MCG
2016,10,STK,Dylan Roberton,94,FRE,Etihad
2016,10,ESS,Adam Cooney,94,RIC,MCG
2016,10,BL,Nick Robertson,94,HAW,Gabba
2016,10,STK,Tim Membrey,94,FRE,Etihad
2016,10,GCS,Tom Nicholls,93,WCE,Domain
2016,10,GCS,Jack Martin,93,WCE,Domain
2016,10,ESS,Darcy Parish,93,RIC,MCG
2016,10,WB,Jack Redpath,93,COL,MCG
2016,10,GWS,Stephen Coniglio,93,ADE,Adelaide
2016,10,GEE,Cameron Guthrie,92,CAR,Etihad
2016,10,WB,Matthew Suckling,92,COL,MCG
2016,10,GWS,Toby Greene,92,ADE,Adelaide
2016,10,RIC,Shaun Grigg,91,ESS,MCG
2016,10,WB,Marcus Bontempelli,91,COL,MCG
2016,10,WCE,Luke Shuey,91,GCS,Domain
2016,10,BL,Lewis Taylor,91,HAW,Gabba
2016,10,WCE,Matt Priddis,90,GCS,Domain
2016,10,PA,Brad Ebert,90,MEL,TIO
2016,10,GWS,Shane Mumford,89,ADE,Adelaide
2016,10,STK,Tom Hickey,89,FRE,Etihad
2016,10,PA,Travis Boak,89,MEL,TIO
2016,10,CAR,Simon White,89,GEE,Etihad
2016,10,HAW,Isaac Smith,89,BL,Gabba
2016,10,FRE,Hayden Crozier,88,STK,Etihad
2016,10,FRE,Michael Barlow,88,STK,Etihad
2016,10,HAW,Sam Mitchell,88,BL,Gabba
2016,10,CAR,Andrew Walker,88,GEE,Etihad
2016,10,COL,Jarryd Blair,87,WB,MCG
2016,10,RIC,Anthony Miles,87,ESS,MCG
2016,10,HAW,Grant Birchall,87,BL,Gabba
2016,10,ADE,Jarryd Lyons,87,GWS,Adelaide
2016,10,GEE,Rhys Stanley,86,CAR,Etihad
2016,10,WCE,Nic Naitanui,86,GCS,Domain
2016,10,HAW,Ben McEvoy,86,BL,Gabba
2016,10,GEE,Joel Selwood,86,CAR,Etihad
2016,10,ADE,Richard Douglas,86,GWS,Adelaide
2016,10,FRE,Connor Blakely,86,STK,Etihad
2016,10,WCE,Shannon Hurn,85,GCS,Domain
2016,10,STK,Shane Savage,85,FRE,Etihad
2016,10,GWS,Nick Haynes,85,ADE,Adelaide
2016,10,BL,Tom Bell,85,HAW,Gabba
2016,10,GEE,Tom Hawkins,85,CAR,Etihad
2016,10,SYD,Zak Jones,85,NM,SCG
2016,10,BL,Sam Mayes,85,HAW,Gabba
2016,10,PA,Justin Westhoff,85,MEL,TIO
2016,10,BL,Daniel Rich,85,HAW,Gabba
2016,10,MEL,Tom McDonald,84,PA,TIO
2016,10,NM,Nick Dal Santo,84,SYD,SCG
2016,10,HAW,Liam Shiels,84,BL,Gabba
2016,10,WCE,Mark LeCras,84,GCS,Domain
2016,10,ESS,Joe Daniher,84,RIC,MCG
2016,10,COL,Levi Greenwood,84,WB,MCG
2016,10,MEL,Bernie Vince,83,PA,TIO
2016,10,GEE,Lachie Henderson,83,CAR,Etihad
2016,10,RIC,Nick Vlastuin,82,ESS,MCG
2016,10,STK,Sebastian Ross,82,FRE,Etihad
2016,10,RIC,David Astbury,82,ESS,MCG
2016,10,WB,Caleb Daniel,82,COL,MCG
2016,10,FRE,Tommy Sheridan,82,STK,Etihad
2016,10,CAR,Jed Lamb,82,GEE,Etihad
2016,10,CAR,Zach Tuohy,81,GEE,Etihad
2016,10,PA,Hamish Hartlett,81,MEL,TIO
2016,10,ADE,Rory Sloane,81,GWS,Adelaide
2016,10,WCE,Jack Redden,81,GCS,Domain
2016,10,PA,Aaron Young,80,MEL,TIO
2016,10,COL,Josh Smith,80,WB,MCG
2016,10,COL,Travis Varcoe,80,WB,MCG
2016,10,GWS,Heath Shaw,80,ADE,Adelaide
2016,10,HAW,Bradley Hill,80,BL,Gabba
2016,10,ADE,Daniel Talia,79,GWS,Adelaide
2016,10,RIC,Jack Riewoldt,79,ESS,MCG
2016,10,ESS,Craig Bird,79,RIC,MCG
2016,10,STK,Jade Gresham,79,FRE,Etihad
2016,10,COL,Jesse White,79,WB,MCG
2016,10,RIC,Ty Vickery,79,ESS,MCG
2016,10,GCS,Steven May,79,WCE,Domain
2016,10,WB,Marcus Adams,79,COL,MCG
2016,10,WB,Shane Biggs,78,COL,MCG
2016,10,BL,Ryan Harwood,78,HAW,Gabba
2016,10,BL,Mitch Robinson,78,HAW,Gabba
2016,10,WB,Dale Morris,78,COL,MCG
2016,10,GCS,Michael Rischitelli,78,WCE,Domain
2016,10,PA,Jasper Pittard,78,MEL,TIO
2016,10,MEL,Jack Watts,77,PA,TIO
2016,10,CAR,Dale Thomas,77,GEE,Etihad
2016,10,COL,Jordan De Goey,77,WB,MCG
2016,10,CAR,Dennis Armfield,77,GEE,Etihad
2016,10,ADE,Luke Brown,76,GWS,Adelaide
2016,10,ESS,Courtenay Dempsey,76,RIC,MCG
2016,10,ADE,Scott Thompson,76,GWS,Adelaide
2016,10,STK,Sam Gilbert,76,FRE,Etihad
2016,10,PA,Charlie Dixon,75,MEL,TIO
2016,10,SYD,Callum Mills,75,NM,SCG
2016,10,ADE,Tom Lynch,75,GWS,Adelaide
2016,10,FRE,Danyle Pearce,75,STK,Etihad
2016,10,COL,Taylor Adams,74,WB,MCG
2016,10,RIC,Alex Rance,74,ESS,MCG
2016,10,FRE,Michael Walters,74,STK,Etihad
2016,10,GWS,Zac Williams,74,ADE,Adelaide
2016,10,FRE,Lee Spurr,73,STK,Etihad
2016,10,HAW,Jonathon Ceglar,73,BL,Gabba
2016,10,FRE,Jonathon Griffin,73,STK,Etihad
2016,10,ADE,Charlie Cameron,73,GWS,Adelaide
2016,10,GEE,Josh Caddy,73,CAR,Etihad
2016,10,GEE,Cory Gregson,73,CAR,Etihad
2016,10,RIC,Taylor Hunt,73,ESS,MCG
2016,10,MEL,Dean Kent,73,PA,TIO
2016,10,ESS,Anthony McDonald-Tipungwuti,73,RIC,MCG
2016,10,STK,Luke Dunstan,73,FRE,Etihad
2016,10,CAR,Lachie Plowman,73,GEE,Etihad
2016,10,FRE,Stephen Hill,73,STK,Etihad
2016,10,FRE,Matt Taberner,72,STK,Etihad
2016,10,WCE,Chris Masten,72,GCS,Domain
2016,10,MEL,Jack Viney,72,PA,TIO
2016,10,GCS,Matt Shaw,72,WCE,Domain
2016,10,GCS,Ryan Davis,72,WCE,Domain
2016,10,NM,Jarrad Waite,71,SYD,SCG
2016,10,RIC,Dylan Grimes,70,ESS,MCG
2016,10,WB,Liam Picken,70,COL,MCG
2016,10,WCE,Jack Darling,70,GCS,Domain
2016,10,MEL,Josh Wagner,70,PA,TIO
2016,10,ADE,Jake Lever,69,GWS,Adelaide
2016,10,WCE,Lewis Jetta,69,GCS,Domain
2016,10,SYD,Ben McGlynn,69,NM,SCG
2016,10,BL,Josh Schache,69,HAW,Gabba
2016,10,HAW,Will Langford,69,BL,Gabba
2016,10,HAW,Ben Stratton,69,BL,Gabba
2016,10,ESS,James Gwilt,69,RIC,MCG
2016,10,NM,Scott D Thompson,68,SYD,SCG
2016,10,RIC,Kane Lambert,68,ESS,MCG
2016,10,BL,Tom Cutler,68,HAW,Gabba
2016,10,COL,Jack Frost,68,WB,MCG
2016,10,CAR,Jacob Weitering,68,GEE,Etihad
2016,10,FRE,Garrick Ibbotson,68,STK,Etihad
2016,10,MEL,Billy Stretch,68,PA,TIO
2016,10,NM,Jamie Macmillan,68,SYD,SCG
2016,10,STK,Brodie Murdoch,68,FRE,Etihad
2016,10,ESS,Orazio Fantasia,68,RIC,MCG
2016,10,ESS,Matt Dea,67,RIC,MCG
2016,10,STK,Jarryn Geary,67,FRE,Etihad
2016,10,NM,Trent Dumont,67,SYD,SCG
2016,10,RIC,Sam Lloyd,67,ESS,MCG
2016,10,ADE,Mitch McGovern,67,GWS,Adelaide
2016,10,GEE,Zac Smith,67,CAR,Etihad
2016,10,FRE,Chris Mayne,66,STK,Etihad
2016,10,ADE,Sam Jacobs,66,GWS,Adelaide
2016,10,COL,Alex Fasolo,66,WB,MCG
2016,10,GWS,Lachie Whitfield,66,ADE,Adelaide
2016,10,CAR,Daniel Gorringe,66,GEE,Etihad
2016,10,WB,Mitch Wallis,66,COL,MCG
2016,10,CAR,Matthew Wright,65,GEE,Etihad
2016,10,CAR,Sam Kerridge,65,GEE,Etihad
2016,10,GEE,Andrew Mackie,65,CAR,Etihad
2016,10,PA,Ollie Wines,65,MEL,TIO
2016,10,ADE,Kyle Cheney,65,GWS,Adelaide
2016,10,GCS,Jesse Lonergan,65,WCE,Domain
2016,10,WB,Tory Dickson,65,COL,MCG
2016,10,GWS,Callan Ward,64,ADE,Adelaide
2016,10,WB,Jordan Roughead,64,COL,MCG
2016,10,SYD,Kurt Tippett,64,NM,SCG
2016,10,ADE,Paul Seedsman,64,GWS,Adelaide
2016,10,ADE,Kyle Hartigan,63,GWS,Adelaide
2016,10,PA,Dougal Howard,63,MEL,TIO
2016,10,GWS,Jeremy Cameron,63,ADE,Adelaide
2016,10,WCE,Liam Duggan,63,GCS,Domain
2016,10,MEL,Neville Jetta,63,PA,TIO
2016,10,GWS,Adam Tomlinson,63,ADE,Adelaide
2016,10,ESS,Mark Baguley,63,RIC,MCG
2016,10,STK,Sean Dempster,62,FRE,Etihad
2016,10,GCS,Tom J Lynch,62,WCE,Domain
2016,10,NM,Lindsay Thomas,62,SYD,SCG
2016,10,WB,Tom Campbell,62,COL,MCG
2016,10,COL,Adam Oxley,62,WB,MCG
2016,10,SYD,George Hewett,62,NM,SCG
2016,10,SYD,Callum Sinclair,62,NM,SCG
2016,10,FRE,Matthew Pavlich,62,STK,Etihad
2016,10,MEL,Tomas Bugg,61,PA,TIO
2016,10,PA,Nathan Krakouer,61,MEL,TIO
2016,10,GWS,Rory Lobb,61,ADE,Adelaide
2016,10,RIC,Corey Ellis,61,ESS,MCG
2016,10,FRE,Cameron Sutcliffe,60,STK,Etihad
2016,10,PA,Jarman Impey,60,MEL,TIO
2016,10,STK,Josh Bruce,60,FRE,Etihad
2016,10,SYD,Luke Parker,59,NM,SCG
2016,10,NM,Robin Nahas,59,SYD,SCG
2016,10,HAW,James Frawley,59,BL,Gabba
2016,10,RIC,Steven Morris,59,ESS,MCG
2016,10,GCS,Sean Lemmens,59,WCE,Domain
2016,10,PA,Jake Neade,59,MEL,TIO
2016,10,ADE,Josh Jenkins,59,GWS,Adelaide
2016,10,GCS,Keegan Brooksby,59,WCE,Domain
2016,10,GCS,Brandon Matera,59,WCE,Domain
2016,10,STK,Maverick Weller,59,FRE,Etihad
2016,10,FRE,Lachie Weller,59,STK,Etihad
2016,10,SYD,Isaac Heeney,59,NM,SCG
2016,10,WCE,Josh Hill,58,GCS,Domain
2016,10,NM,Sam Wright,58,SYD,SCG
2016,10,FRE,Nick Suban,58,STK,Etihad
2016,10,BL,Daniel Merrett,58,HAW,Gabba
2016,10,GWS,Jacob Hopper,58,ADE,Adelaide
2016,10,RIC,Ben Griffiths,58,ESS,MCG
2016,10,FRE,Samuel Collins,58,STK,Etihad
2016,10,ESS,Mitch Brown,58,RIC,MCG
2016,10,ESS,Ryan Crowley,58,RIC,MCG
2016,10,GEE,Shane Kersten,58,CAR,Etihad
2016,10,FRE,Matt de Boer,57,STK,Etihad
2016,10,COL,Benjamin Crocker,57,WB,MCG
2016,10,NM,Ben Brown,57,SYD,SCG
2016,10,MEL,James Harmes,57,PA,TIO
2016,10,GEE,Billie Smedts,57,CAR,Etihad
2016,10,RIC,Jake Batchelor,57,ESS,MCG
2016,10,ESS,Mark Jamar,57,RIC,MCG
2016,10,SYD,Heath Grundy,56,NM,SCG
2016,10,HAW,James Sicily,56,BL,Gabba
2016,10,ADE,Ricky Henderson,56,GWS,Adelaide
2016,10,WCE,Thomas Cole,56,GCS,Domain
2016,10,HAW,Paul Puopolo,56,BL,Gabba
2016,10,PA,Jack Hombsch,56,MEL,TIO
2016,10,BL,Rhys Mathieson,56,HAW,Gabba
2016,10,GEE,Harry Taylor,55,CAR,Etihad
2016,10,COL,Darcy Moore,54,WB,MCG
2016,10,MEL,Jayden Hunt,54,PA,TIO
2016,10,GWS,Jonathon Patton,54,ADE,Adelaide
2016,10,WCE,Sharrod Wellingham,54,GCS,Domain
2016,10,MEL,Dom Tyson,54,PA,TIO
2016,10,GCS,Jarrod Harbrow,53,WCE,Domain
2016,10,GEE,Mark Blicavs,53,CAR,Etihad
2016,10,GCS,Luke Russell,53,WCE,Domain
2016,10,ESS,Martin Gleeson,53,RIC,MCG
2016,10,HAW,Billy Hartung,53,BL,Gabba
2016,10,SYD,Jeremy Laidler,53,NM,SCG
2016,10,GWS,Nathan Wilson,52,ADE,Adelaide
2016,10,FRE,Ed Langdon,52,STK,Etihad
2016,10,PA,Jackson Trengove,52,MEL,TIO
2016,10,MEL,Jeff Garlett,52,PA,TIO
2016,10,SYD,Harry Cunningham,51,NM,SCG
2016,10,STK,Sam Fisher,51,FRE,Etihad
2016,10,NM,Sam Gibson,51,SYD,SCG
2016,10,GWS,Jack Steele,51,ADE,Adelaide
2016,10,ESS,Kyle Langford,51,RIC,MCG
2016,10,MEL,Alex Neal-Bullen,51,PA,TIO
2016,10,WB,Fletcher Roberts,50,COL,MCG
2016,10,GWS,Steve Johnson,50,ADE,Adelaide
2016,10,SYD,Dane Rampe,49,NM,SCG
2016,10,STK,Paddy McCartin,49,FRE,Etihad
2016,10,GEE,Jake Kolodjashnij,49,CAR,Etihad
2016,10,WB,Toby McLean,49,COL,MCG
2016,10,MEL,Oscar McDonald,49,PA,TIO
2016,10,NM,Brent Harvey,48,SYD,SCG
2016,10,WCE,Sam Butler,48,GCS,Domain
2016,10,BL,Daniel McStay,48,HAW,Gabba
2016,10,MEL,Ben Newton,48,PA,TIO
2016,10,STK,Daniel McKenzie,48,FRE,Etihad
2016,10,PA,Karl Amon,48,MEL,TIO
2016,10,FRE,Hayden Ballantyne,48,STK,Etihad
2016,10,GEE,Jordan Murdoch,47,CAR,Etihad
2016,10,ESS,Shaun Edwards,47,RIC,MCG
2016,10,RIC,Shaun Hampson,47,ESS,MCG
2016,10,WCE,Mark Hutchings,47,GCS,Domain
2016,10,WCE,Eric MacKenzie,46,GCS,Domain
2016,10,NM,Robbie Tarrant,46,SYD,SCG
2016,10,GWS,Adam Kennedy,45,ADE,Adelaide
2016,10,GCS,Henry Schade,45,WCE,Domain
2016,10,GCS,McKenzie Willis,45,WCE,Domain
2016,10,BL,Ryan Bastinac,45,HAW,Gabba
2016,10,STK,Jack Sinclair,45,FRE,Etihad
2016,10,GCS,Seb Tape,44,WCE,Domain
2016,10,MEL,Colin Garland,44,PA,TIO
2016,10,PA,Jared Polec,44,MEL,TIO
2016,10,BL,Stefan Martin,44,HAW,Gabba
2016,10,GCS,Clay Cameron,44,WCE,Domain
2016,10,CAR,Levi Casboult,43,GEE,Etihad
2016,10,GEE,Tom Lonergan,43,CAR,Etihad
2016,10,NM,Shaun Atley,42,SYD,SCG
2016,10,SYD,Harry Marsh,42,NM,SCG
2016,10,GEE,Steven Motlop,42,CAR,Etihad
2016,10,HAW,Taylor Duryea,42,BL,Gabba
2016,10,WCE,Jeremy McGovern,41,GCS,Domain
2016,10,BL,Ben Keays,41,HAW,Gabba
2016,10,NM,Michael Firrito,40,SYD,SCG
2016,10,COL,Mason Cox,40,WB,MCG
2016,10,MEL,Christian Petracca,40,PA,TIO
2016,10,WCE,Will Schofield,40,GCS,Domain
2016,10,FRE,Zac Dawson,39,STK,Etihad
2016,10,GEE,Darcy Lang,39,CAR,Etihad
2016,10,WB,Jake Stringer,39,COL,MCG
2016,10,BL,Trent West,39,HAW,Gabba
2016,10,BL,Jackson Paine,37,HAW,Gabba
2016,10,NM,Brad McKenzie,37,SYD,SCG
2016,10,GCS,Peter Wright,36,WCE,Domain
2016,10,PA,Cam O'Shea,33,MEL,TIO
2016,10,ESS,Patrick Ambrose,33,RIC,MCG
2016,10,SYD,Nick Smith,33,NM,SCG
2016,10,NM,Drew Petrie,31,SYD,SCG
2016,10,NM,Luke McDonald,31,SYD,SCG
2016,10,BL,Jonathan Freeman,30,HAW,Gabba
2016,10,PA,Paul Stewart,30,MEL,TIO
2016,10,GWS,Rhys Palmer,30,ADE,Adelaide
2016,10,ADE,Wayne Milera,29,GWS,Adelaide
2016,10,MEL,Ben Kennedy,29,PA,TIO
2016,10,SYD,Gary Rohan,27,NM,SCG
2016,10,RIC,Daniel Rioli,26,ESS,MCG
2016,10,CAR,Sam Rowe,25,GEE,Etihad
2016,10,HAW,Tim O'Brien,25,BL,Gabba
2016,10,ADE,Nathan Van Berlo,24,GWS,Adelaide
2016,10,GWS,Joel Patfull,23,ADE,Adelaide
2016,10,BL,Ryan Lester,19,HAW,Gabba
2016,10,CAR,Marc Murphy,15,GEE,Etihad
2016,10,ESS,Michael Hartley,8,RIC,MCG
2016,10,COL,Alan Toovey,6,WB,MCG
2016,10,HAW,Matt Spangher,3,BL,Gabba
2016,10,CAR,Liam Sumner,2,GEE,Etihad
2016,11,BL,Tom Rockliff,184,CAR,Etihad
2016,11,WB,Lachie Hunter,163,WCE,Etihad
2016,11,ADE,Josh Jenkins,156,STK,Adelaide
2016,11,GCS,Dion Prestia,149,SYD,Metricon
2016,11,ADE,Rory Sloane,140,STK,Adelaide
2016,11,CAR,Sam Kerridge,139,BL,Etihad
2016,11,CAR,Ed Curnow,137,BL,Etihad
