year,round,player,prev rd score,three rd av,five rd av,season av,prev against opp,prev at venue,three rd av team for,three rd av opp against,last team opp,last team venue,score
2016,6,Scott Thompson,126,119.3333333333,113.2,113.2,116,113,1580.3333333333,1657.3333333333,1586,1596,85
2016,6,Mitch Wallis,108,83.6666666667,80,80,88,108,1711.6666666667,1460.6666666667,1584,1754,85
2016,6,Jack Newnes,103,103,98.4,98.4,74,103,1696.6666666667,1534.6666666667,1617,1515,85
2016,6,Scott Pendlebury,127,112.6666666667,104,104,102,101,1652.6666666667,1492,1631,1559,85
2016,6,Travis Boak,84,87,83.2,83.2,98,105,1427.6666666667,1624.6666666667,1504,1524,85
2016,6,Matt Priddis,94,90.3333333333,102.1909090909,102,82,110,1610,1766.6666666667,1597,1610,84
2016,6,Jasper Pittard,84,95,91,91,61,63,1427.6666666667,1624.6666666667,1504,1524,84
2016,6,Shane Edwards,87,67.6666666667,65.6933333333,63.25,66,87,1490,1664,1535,1370,84
2016,6,Jonathon Ceglar,71,74,69.7285714286,68.75,70,70,1569.6666666667,1485.3333333333,1719,1719,84
2016,6,Tom Lynch,82,104,91.7428571429,92.5,72,98,1580.3333333333,1657.3333333333,1586,1596,84
2016,6,Ollie Wines,111,101,102.8,102.8,99,78,1427.6666666667,1624.6666666667,1504,1524,84
2016,6,Dom Tyson,107,88,84.4,84.4,86,101,1676,1577,1402,1724,83
2016,6,Nic Naitanui,90,90.3333333333,95.6,95.6,102,92,1610,1766.6666666667,1597,1610,83
2016,6,Matt Taberner,86,56.6666666667,50.8285714286,56.6666666667,15,68,1511.6666666667,1625.6666666667,1470,1355,83
2016,6,Corey Ellis,30,51.3333333333,51,51,32,30,1490,1664,1535,1370,83
2016,6,Daniel Currie,45,,,45,,,1509.3333333333,1392.3333333333,1455,1455,83
2016,6,James Kelly,111,103.6666666667,104,104,81,111,1637.6666666667,1670.3333333333,1725,1618,82
2016,6,Sam Gray,67,68.3333333333,78.6,78.6,34,,1427.6666666667,1624.6666666667,1504,1524,82
2016,6,Brodie Grundy,92,96,94.0210526316,94.75,89,,1652.6666666667,1492,1631,1559,82
2016,6,Rohan Bewick,63,64.6666666667,63.2,63.2,43,88,1449,1577,1532,1635,82
2016,6,Alex Fasolo,107,75.6666666667,77.2,77.2,72,86,1652.6666666667,1492,1631,1559,82
2016,6,Rory Laird,89,84.3333333333,95.8,95.8,109,88,1580.3333333333,1657.3333333333,1586,1596,81
2016,6,Kyle Hartigan,33,41.3333333333,45.4,47,,39,1580.3333333333,1657.3333333333,1586,1596,81
2016,6,Kieren Jack,91,78.6666666667,89.2,89.2,98,98,1566.3333333333,1607,1682,1682,81
2016,6,Jarman Impey,40,41.3333333333,45.5529411765,41.3333333333,46,70,1427.6666666667,1624.6666666667,1504,1524,81
2016,6,Ben McEvoy,80,81.6666666667,76,76,37,37,1569.6666666667,1485.3333333333,1719,1719,81
2016,6,Brendon Ah Chee,74,71.3333333333,65.5454545455,67.75,,43,1427.6666666667,1624.6666666667,1504,1524,80
2016,6,Kyle Langford,91,67.6666666667,63.6,63.6,,91,1637.6666666667,1670.3333333333,1725,1618,80
2016,6,Matthew Kreuzer,54,64.3333333333,63.2,63.2,,59,1447,1640.3333333333,1325,1581,80
2016,6,Brad Sheppard,73,73.3333333333,68.4,68.4,65,81,1610,1766.6666666667,1597,1610,80
2016,6,Zac Williams,96,77.6666666667,72.4666666667,77.6666666667,11,87,1657,1672,1543,1745,80
2016,6,Jimmy Toumpas,69,65.3333333333,63.2888888889,64.25,72,75,1427.6666666667,1624.6666666667,1504,1524,80
2016,6,Marcus Bontempelli,80,64.6666666667,68,68,93,80,1711.6666666667,1460.6666666667,1584,1754,80
2016,6,Ryan Crowley,55,57,,57,33,60,1637.6666666667,1670.3333333333,1725,1618,79
2016,6,Cameron Sutcliffe,69,77.3333333333,72.8,72.8,46,46,1511.6666666667,1625.6666666667,1470,1355,79
2016,6,Mark Hutchings,61,68.2,69.64,61,34,61,1610,1766.6666666667,1597,1610,79
2016,6,Matthew Pavlich,75,68.3333333333,65.2,65.2,55,55,1511.6666666667,1625.6666666667,1470,1355,79
2016,6,Shaun Higgins,96,78.3333333333,79.8,79.8,99,82,1635.3333333333,1475.3333333333,1573,1865,79
2016,6,Brad Ebert,68,74.6666666667,85.4,85.4,96,96,1427.6666666667,1624.6666666667,1504,1524,79
2016,6,Nathan Krakouer,59.6428571429,59.6428571429,59.6428571429,59.6428571429,38,64,1427.6666666667,1624.6666666667,1504,1524,79
2016,6,Ben McGlynn,86,74.3333333333,78.6,74.3333333333,88,88,1566.3333333333,1607,1682,1682,78
2016,6,Andrew Phillips,44,47,44.2,44.2,47,51,1447,1640.3333333333,1325,1581,78
2016,6,Jarrad McVeigh,57,77.0666666667,85.12,67,100,100,1566.3333333333,1607,1682,1682,78
2016,6,Dane Rampe,48,65.6666666667,63.2,63.2,106,106,1566.3333333333,1607,1682,1682,78
2016,6,Toby McLean,95,75.3333333333,82.6,82.6,,95,1711.6666666667,1460.6666666667,1584,1754,78
2016,6,Jarryd Lyons,71,74.6666666667,62.6666666667,74.6666666667,22,73,1580.3333333333,1657.3333333333,1586,1596,77
2016,6,Cam O'Shea,35,50.8666666667,54.04,35,59,92,1427.6666666667,1624.6666666667,1504,1524,77
2016,6,Jeremy McGovern,83,68.3333333333,68,68,40,73,1610,1766.6666666667,1597,1610,77
2016,6,Charlie Dixon,47,50.3333333333,51.6,51.6,31,31,1427.6666666667,1624.6666666667,1504,1524,77
2016,6,Leigh Montagna,68,109,107.4,107.4,89,68,1696.6666666667,1534.6666666667,1617,1515,76
2016,6,Danyle Pearce,72,67.3333333333,66.6,66.6,75,75,1511.6666666667,1625.6666666667,1470,1355,76
2016,6,Brayden Maynard,59,53.6666666667,55.2666666667,53.6666666667,43,,1652.6666666667,1492,1631,1559,76
2016,6,Tom Hickey,80,70.3333333333,76.2,76.2,85,80,1696.6666666667,1534.6666666667,1617,1515,76
2016,6,Grant Birchall,60,70,78.4,78.4,108,108,1569.6666666667,1485.3333333333,1719,1719,76
2016,6,Drew Petrie,78,61.6666666667,61.6,61.6,89,61,1635.3333333333,1475.3333333333,1573,1865,76
2016,6,Richard Douglas,82,91.6666666667,80.8,80.8,75,107,1580.3333333333,1657.3333333333,1586,1596,75
2016,6,Lin Jong,69,59.3333333333,60.9333333333,59.3333333333,57,69,1711.6666666667,1460.6666666667,1584,1754,75
2016,6,Tom Bell,78,87,79.8,79.8,111,91,1449,1577,1532,1635,75
2016,6,Sean Lemmens,47,45.6666666667,45.4,45.4,50,50,1509.3333333333,1392.3333333333,1455,1455,75
2016,6,Charlie Cameron,55,54.2333333333,54.08,55,53,27,1580.3333333333,1657.3333333333,1586,1596,74
2016,6,Shane Mumford,64,83,79,79,96,121,1657,1672,1543,1745,74
2016,6,David Armitage,93,95.3333333333,96.6,96.6,73,93,1696.6666666667,1534.6666666667,1617,1515,74
2016,6,Andrew Gaff,103,107.3333333333,104,104,114,108,1610,1766.6666666667,1597,1610,74
2016,6,Simon White,49,45.1428571429,44.8571428571,45.5,58,42,1447,1640.3333333333,1325,1581,74
2016,6,Tom Campbell,102,75.2222222222,69.8666666667,102,26,102,1711.6666666667,1460.6666666667,1584,1754,74
2016,6,Jonathan Simpkin,50,37.3333333333,34.8,50,,31,1637.6666666667,1670.3333333333,1725,1618,74
2016,6,James Gwilt,62,81.3333333333,79.8,79.8,71,62,1637.6666666667,1670.3333333333,1725,1618,74
2016,6,Troy Chaplin,47,48.3333333333,54.4476190476,48.3333333333,38,47,1490,1664,1535,1370,74
2016,6,Jed Lamb,49,49,48.4,49.25,55,50,1447,1640.3333333333,1325,1581,73
2016,6,Jack Redden,66,60.6666666667,68.8,68.8,81,69,1610,1766.6666666667,1597,1610,73
2016,6,Anthony Miles,106,87.6666666667,83.7272727273,82.75,108,106,1490,1664,1535,1370,73
2016,6,Alex Sexton,51,60.6666666667,72.4,72.4,40,,1509.3333333333,1392.3333333333,1455,1455,72
2016,6,Daniel Robinson,45,55.6666666667,62.6,62.6,70,70,1566.3333333333,1607,1682,1682,71
2016,6,David Mundy,80,84.1904761905,92.7428571429,73.5,78,78,1511.6666666667,1625.6666666667,1470,1355,71
2016,6,Lindsay Thomas,47,48.6666666667,56.4,56.4,67,48,1635.3333333333,1475.3333333333,1573,1865,71
2016,6,Matthew Leuenberger,88,78.6666666667,70,70,33,88,1637.6666666667,1670.3333333333,1725,1618,71
2016,6,Jack Darling,44,73.6666666667,76.6,76.6,43,87,1610,1766.6666666667,1597,1610,71
2016,6,Levi Greenwood,90,90.3333333333,91,91,78,133,1652.6666666667,1492,1631,1559,70
2016,6,Zac Smith,66,62.3333333333,62,62,,65,1642.3333333333,1548,1534,1710,70
2016,6,Josh Jenkins,62,69.6666666667,77.2,77.2,82,87,1580.3333333333,1657.3333333333,1586,1596,70
2016,6,Jamie Cripps,73,50.6666666667,61.8,61.8,110,36,1610,1766.6666666667,1597,1610,69
2016,6,Josh Bruce,59,62,65.2,65.2,53,59,1696.6666666667,1534.6666666667,1617,1515,69
2016,6,Daniel Talia,50,49.6666666667,51,51,30,32,1580.3333333333,1657.3333333333,1586,1596,69
2016,6,Brent Harvey,85,94.3333333333,92.6,92.6,79,83,1635.3333333333,1475.3333333333,1573,1865,68
2016,6,Ben Sinclair,33,47.6666666667,53.4666666667,53.25,,,1652.6666666667,1492,1631,1559,68
2016,6,Ben Kennedy,49,58.6666666667,68.6,68.6,,54,1676,1577,1402,1724,68
2016,6,Jeremy Laidler,2,39.3333333333,44.6,44.6,56,56,1566.3333333333,1607,1682,1682,68
2016,6,Jordan De Goey,100,88.3333333333,81.8,81.8,,,1652.6666666667,1492,1631,1559,68
2016,6,Shannon Hurn,93,72.6666666667,65.8,65.8,91,56,1610,1766.6666666667,1597,1610,68
2016,6,Aaron Young,45,56.3333333333,61.9454545455,66,45,,1427.6666666667,1624.6666666667,1504,1524,67
2016,6,Matt Rosa,105,85.3333333333,87.6571428571,91,,,1509.3333333333,1392.3333333333,1455,1455,67
2016,6,Jack Riewoldt,101,88.6666666667,91.2,91.2,115,101,1490,1664,1535,1370,67
2016,6,Jamie Macmillan,70,74,66.8,66.8,92,96,1635.3333333333,1475.3333333333,1573,1865,66
2016,6,Sam Mitchell,101,116,123.6,123.6,109,109,1569.6666666667,1485.3333333333,1719,1719,66
2016,6,Darcy Byrne-Jones,83,71.6666666667,,71.6666666667,,,1427.6666666667,1624.6666666667,1504,1524,66
2016,6,Ben Reid,62,64.6666666667,66.28,67,76,76,1652.6666666667,1492,1631,1559,66
2016,6,Ty Vickery,60,56,57.8,57.8,19,60,1490,1664,1535,1370,66
2016,6,Jake Lloyd,88,77.6666666667,83,83,80,80,1566.3333333333,1607,1682,1682,66
2016,6,Sam Wright,45,71.3333333333,64,64,53,111,1635.3333333333,1475.3333333333,1573,1865,65
2016,6,Tomas Bugg,82,88.3333333333,74.4,74.4,62,52,1676,1577,1402,1724,65
2016,6,Jed Bews,42.1875,42.1875,42.1875,42.1875,40,58,1642.3333333333,1548,1534,1710,65
2016,6,Jonathon Griffin,76,50.6666666667,52.9714285714,50.6666666667,,,1511.6666666667,1625.6666666667,1470,1355,65
2016,6,Josh Hill,58,53.6666666667,61.4,61.4,62,43,1610,1766.6666666667,1597,1610,65
2016,6,Maverick Weller,42,72.6666666667,75.8,75.8,101,42,1696.6666666667,1534.6666666667,1617,1515,65
2016,6,Isaac Heeney,57,63.3333333333,67.6,67.6,,,1566.3333333333,1607,1682,1682,65
2016,6,Matt Crouch,80,84.6666666667,83.4,83.4,79,85,1580.3333333333,1657.3333333333,1586,1596,65
2016,6,Corey Enright,89,93.6666666667,92.2380952381,92.5,92,110,1642.3333333333,1548,1534,1710,64
2016,6,Joe Daniher,46,45,61.6,61.6,59,46,1637.6666666667,1670.3333333333,1725,1618,64
2016,6,Lee Spurr,104,93.3333333333,85.6,85.6,46,46,1511.6666666667,1625.6666666667,1470,1355,64
2016,6,Nakia Cockatoo,46,52.6666666667,46,52.6666666667,45,30,1642.3333333333,1548,1534,1710,64
2016,6,Todd Goldstein,102,115.6666666667,106,106,107,96,1635.3333333333,1475.3333333333,1573,1865,64
2016,6,Jack Hombsch,28,59.3333333333,52.4,52.4,110,66,1427.6666666667,1624.6666666667,1504,1524,64
2016,6,Ben Keays,,,,,,,1449,1577,1532,1635,64
2016,6,Daniel Howe,43,49.8333333333,53.3,45.5,,,1569.6666666667,1485.3333333333,1719,1719,63
2016,6,Shaun Hampson,3,54,52.5,52.25,,64,1490,1664,1535,1370,63
2016,6,Luke Hodge,91,81.3333333333,93.2235294118,81.3333333333,73,,1569.6666666667,1485.3333333333,1719,1719,63
2016,6,Cyril Rioli,101,81.3333333333,81.2,81.2,72,72,1569.6666666667,1485.3333333333,1719,1719,63
2016,6,Josh Gibson,57,103.3333333333,96.4571428571,99.25,93,93,1569.6666666667,1485.3333333333,1719,1719,63
2016,6,Ciaran Byrne,63,62,47.2,62,25,25,1447,1640.3333333333,1325,1581,63
2016,6,Liam Shiels,95,79.6666666667,87.5111111111,79.6666666667,86,86,1569.6666666667,1485.3333333333,1719,1719,63
2016,6,Brady Grey,77,69,67.4,77,,65,1511.6666666667,1625.6666666667,1470,1355,63
2016,6,Shaun Atley,77,67,60,60,56,68,1635.3333333333,1475.3333333333,1573,1865,63
2016,6,Tom McDonald,94,67,67.2,67.2,59,92,1676,1577,1402,1724,62
2016,6,Sam Fisher,55,57.6666666667,56,56,78,55,1696.6666666667,1534.6666666667,1617,1515,62
2016,6,Mason Cox,66,,,66,,,1652.6666666667,1492,1631,1559,62
2016,6,Harry Taylor,94,78,65.8,65.8,82,58,1642.3333333333,1548,1534,1710,62
2016,6,Tory Dickson,89,75.696969697,73.0363636364,89,42,89,1711.6666666667,1460.6666666667,1584,1754,61
2016,6,Tom J Lynch,81,102.6666666667,101.4,101.4,93,93,1509.3333333333,1392.3333333333,1455,1455,61
2016,6,Nathan Wilson,87,70.3333333333,72,72,,69,1657,1672,1543,1745,61
2016,6,Tom Papley,107,59.6666666667,66.4,66.4,,,1566.3333333333,1607,1682,1682,61
2016,6,Robbie Tarrant,73,61.3333333333,62.6,62.6,120,57,1635.3333333333,1475.3333333333,1573,1865,61
2016,6,Jarryn Geary,41,57,53,53,65,41,1696.6666666667,1534.6666666667,1617,1515,61
2016,6,Callum Mills,81,68,66.4,66.4,,,1566.3333333333,1607,1682,1682,60
2016,6,Luke Breust,88,78,76,76,70,70,1569.6666666667,1485.3333333333,1719,1719,60
2016,6,Shaun Burgoyne,90,81.6666666667,83.8,83.8,101,101,1569.6666666667,1485.3333333333,1719,1719,60
2016,6,Kade Kolodjashnij,86,93.6666666667,89.7545454545,91.25,45,45,1509.3333333333,1392.3333333333,1455,1455,60
2016,6,Tom Liberatore,89,77,78.8,78.8,97,89,1711.6666666667,1460.6666666667,1584,1754,59
2016,6,Sam Gibson,67,83,84.8,84.8,24,110,1635.3333333333,1475.3333333333,1573,1865,59
2016,6,Alan Toovey,46,47.5666666667,48.42,46.5,60,57,1652.6666666667,1492,1631,1559,59
2016,6,Dennis Armfield,56.1666666667,56.1666666667,56.1666666667,56.1666666667,54,32,1447,1640.3333333333,1325,1581,59
2016,6,Harry Cunningham,36,58.6666666667,65.4,65.4,38,38,1566.3333333333,1607,1682,1682,59
2016,6,Zac Clarke,44,44.1538461538,49.8769230769,37,28,17,1511.6666666667,1625.6666666667,1470,1355,59
2016,6,Zach Tuohy,39,58.3333333333,63.4,63.4,41,63,1447,1640.3333333333,1325,1581,59
2016,6,Henry Schade,39.8,39.8,39.8,39.8,,,1509.3333333333,1392.3333333333,1455,1455,58
2016,6,Cameron Pedersen,49,64.3333333333,63,62.25,28,28,1676,1577,1402,1724,58
2016,6,Christian Petracca,,,,,,,1676,1577,1402,1724,58
2016,6,Paul Stewart,38,44.6111111111,46.7,42,,31,1427.6666666667,1624.6666666667,1504,1524,58
2016,6,Jordan Lewis,59,76.6666666667,94.8,94.8,,,1569.6666666667,1485.3333333333,1719,1719,58
2016,6,George Hewett,76,55.6666666667,,65.5,,,1566.3333333333,1607,1682,1682,58
2016,6,Lachie Weller,73,66,56.2,56.2,,,1511.6666666667,1625.6666666667,1470,1355,58
2016,6,Jarrod Harbrow,65,63.3333333333,67.8,67.8,105,,1509.3333333333,1392.3333333333,1455,1455,58
2016,6,Josh Wagner,83,72.3333333333,,72.3333333333,,,1676,1577,1402,1724,57
2016,6,Nick Dal Santo,113,94,85.2,85.2,66,106,1635.3333333333,1475.3333333333,1573,1865,57
2016,6,Trent Cotchin,110,113.3333333333,104.6,104.6,56,110,1490,1664,1535,1370,57
2016,6,Mathew Stokes,68,77,84.2,84.2,97,68,1637.6666666667,1670.3333333333,1725,1618,57
2016,6,Ben Jacobs,38,46,45.71,40.75,58,70,1635.3333333333,1475.3333333333,1573,1865,57
2016,6,Adam Kennedy,31,49,53.6,53.6,35,83,1657,1672,1543,1745,57
2016,6,Heath Grundy,78,60.3333333333,56.4,56.4,66,66,1566.3333333333,1607,1682,1682,56
2016,6,Jake Lever,64,53,53.6,53.6,60,32,1580.3333333333,1657.3333333333,1586,1596,56
2016,6,Michael Hartley,65,50,,56,,65,1637.6666666667,1670.3333333333,1725,1618,56
2016,6,Jack Watts,85,84,75.4,75.4,74,103,1676,1577,1402,1724,56
2016,6,Nick Haynes,59.6470588235,59.6470588235,59.6470588235,59.6470588235,44,16,1657,1672,1543,1745,55
2016,6,Mitch McGovern,62,62,60.2,60.2,,64,1580.3333333333,1657.3333333333,1586,1596,55
2016,6,Jarryd Blair,95,66,72.2,72.2,53,69,1652.6666666667,1492,1631,1559,55
2016,6,Sam Lloyd,87,78,74.8,74.8,75,87,1490,1664,1535,1370,55
2016,6,Darren Minchington,44,57.6666666667,53.72,57.6666666667,63,44,1696.6666666667,1534.6666666667,1617,1515,55
2016,6,Luke McDonald,56,63,56.4,56.4,60,80,1635.3333333333,1475.3333333333,1573,1865,55
2016,6,Liam Sumner,46,,,46,,,1447,1640.3333333333,1325,1581,54
2016,6,Nathan Vardy,77.6666666667,77.6666666667,77.6666666667,77.6666666667,,105,1642.3333333333,1548,1534,1710,54
2016,6,Orazio Fantasia,93,104.3333333333,90.08,96,39,93,1637.6666666667,1670.3333333333,1725,1618,53
2016,6,Hayden Crozier,71,51.6060606061,47.6909090909,56.5,,27,1511.6666666667,1625.6666666667,1470,1355,53
2016,6,Dale Morris,68,70.6666666667,65.2,65.2,37,68,1711.6666666667,1460.6666666667,1584,1754,53
2016,6,Sam Gilbert,83,84.6666666667,77.4,77.4,90,83,1696.6666666667,1534.6666666667,1617,1515,53
2016,6,Sam Butler,75,70,64.6,64.6,140,78,1610,1766.6666666667,1597,1610,53
2016,6,Shane Savage,97,93.3333333333,86,86,93,97,1696.6666666667,1534.6666666667,1617,1515,53
2016,6,Marcus Adams,57,73,77.4,77.4,,57,1711.6666666667,1460.6666666667,1584,1754,53
2016,6,Jake Stringer,77,64,77,77,92,77,1711.6666666667,1460.6666666667,1584,1754,53
2016,6,Liam Duggan,66,53.6666666667,51.4,51.4,,57,1610,1766.6666666667,1597,1610,52
2016,6,Jeremy Howe,88,69,67.5090909091,69,26,91,1652.6666666667,1492,1631,1559,52
2016,6,David Astbury,53,51,51.8,51.8,,53,1490,1664,1535,1370,52
2016,6,Jimmy Webster,45,69,66.1176470588,67.75,49,45,1696.6666666667,1534.6666666667,1617,1515,52
2016,6,Ryan Lester,100,66,56.8,56.8,88,60,1449,1577,1532,1635,52
2016,6,Lynden Dunn,69,60,62.5090909091,60,65,81,1676,1577,1402,1724,52
2016,6,Lewis Jetta,59,66.6666666667,62.6272727273,58.5,78,59,1610,1766.6666666667,1597,1610,51
2016,6,Eric MacKenzie,41,54,61.4,61.4,,52,1610,1766.6666666667,1597,1610,51
2016,6,Steven Morris,24,27.0476190476,31.8857142857,21,61,24,1490,1664,1535,1370,51
2016,6,Easton Wood,52,66,68.8571428571,66,55,52,1711.6666666667,1460.6666666667,1584,1754,51
2016,6,Taylor Duryea,55,53.3333333333,63.8,63.8,111,111,1569.6666666667,1485.3333333333,1719,1719,51
2016,6,Jade Gresham,50,,,48,,50,1696.6666666667,1534.6666666667,1617,1515,50
2016,6,Jesse Lonergan,70,63.6666666667,68.8,68.8,,,1509.3333333333,1392.3333333333,1455,1455,50
2016,6,Jake Batchelor,20,41.303030303,45.5636363636,20,81,20,1490,1664,1535,1370,50
2016,6,Jake Kolodjashnij,54,51,49.8,49.8,,51,1642.3333333333,1548,1534,1710,50
2016,6,Dougal Howard,46,,,46,,,1427.6666666667,1624.6666666667,1504,1524,50
2016,6,Connor Menadue,35,47.6666666667,55.4,55.4,40,35,1490,1664,1535,1370,50
2016,6,Ben Brown,92,73.3333333333,74.2,74.2,48,85,1635.3333333333,1475.3333333333,1573,1865,50
2016,6,Alex Pearce,14,37.6666666667,37.2461538462,35.5,,28,1511.6666666667,1625.6666666667,1470,1355,50
2016,6,Levi Casboult,70,57,57,57,60,65,1447,1640.3333333333,1325,1581,50
2016,6,Daniel Rioli,34,40.6666666667,,43.75,,34,1490,1664,1535,1370,49
2016,6,Taylor Walker,44,66.3333333333,68.6,68.6,80,90,1580.3333333333,1657.3333333333,1586,1596,48
2016,6,Michael Firrito,23,50.3333333333,52.4,52.4,72,55,1635.3333333333,1475.3333333333,1573,1865,48
2016,6,Tom Lonergan,57,56,54.4947368421,53,45,65,1642.3333333333,1548,1534,1710,48
2016,6,Heritier Lumumba,73,65.6666666667,59.9894736842,60.75,67,37,1676,1577,1402,1724,48
2016,6,Tom Jonas,38,50.6666666667,52.8,52.8,48,44,1427.6666666667,1624.6666666667,1504,1524,47
2016,6,Darcy Parish,73,68.3333333333,80.8,80.8,,73,1637.6666666667,1670.3333333333,1725,1618,47
2016,6,Clay Cameron,54,60,62.8,62.8,,,1509.3333333333,1392.3333333333,1455,1455,47
2016,6,Tom Langdon,89,82.3333333333,77.9636363636,77.5,77,77,1652.6666666667,1492,1631,1559,46
2016,6,Martin Gleeson,55,65,72.4,72.4,78,55,1637.6666666667,1670.3333333333,1725,1618,46
2016,6,Daniel McStay,38,40,40.86,40,26,30,1449,1577,1532,1635,46
2016,6,Darcy Moore,55,49,48.6,48.6,,,1652.6666666667,1492,1631,1559,45
2016,6,Connor Blakely,34,34,34,34,,34,1511.6666666667,1625.6666666667,1470,1355,45
2016,6,Lachie Plowman,38,44,49.2,37.5,,61,1447,1640.3333333333,1325,1581,45
2016,6,Jake Neade,54,52,51.2,51.2,,,1427.6666666667,1624.6666666667,1504,1524,45
2016,6,Jeff Garlett,88,68.3333333333,66.4,68.3333333333,37,50,1676,1577,1402,1724,45
2016,6,James Harmes,50,72,62,62,34,82,1676,1577,1402,1724,45
2016,6,Zak Jones,26,41.3333333333,42.7555555556,41.3333333333,56,56,1566.3333333333,1607,1682,1682,44
2016,6,Paul Puopolo,113,81.3333333333,70.8,70.8,70,70,1569.6666666667,1485.3333333333,1719,1719,44
2016,6,Dean Kent,103,90.6666666667,70,70,,83,1676,1577,1402,1724,43
2016,6,Liam Jones,48,44.3703703704,43.6444444444,48,50,39,1447,1640.3333333333,1325,1581,43
2016,6,Darcy Tucker,60,,,60,,,1511.6666666667,1625.6666666667,1470,1355,43
2016,6,Daniel Merrett,66,41.6666666667,37.76,36.25,42,41,1449,1577,1532,1635,43
2016,6,Ryan Davis,31,48.6666666667,,52.5,,,1509.3333333333,1392.3333333333,1455,1455,42
2016,6,Sean Dempster,44,61.6666666667,54.8,54.8,102,44,1696.6666666667,1534.6666666667,1617,1515,42
2016,6,Christian Salem,88,73,67,67,,105,1676,1577,1402,1724,42
2016,6,Hayden Ballantyne,9,47,49.4,49.4,72,72,1511.6666666667,1625.6666666667,1470,1355,42
2016,6,Josh Walker,54,59.6666666667,58.8,58.8,56,86,1449,1577,1532,1635,42
2016,6,Ryan Harwood,61,61,48.8,48.8,,57,1449,1577,1532,1635,42
2016,6,Tommy Sheridan,52,61.6666666667,71,71,42,89,1511.6666666667,1625.6666666667,1470,1355,42
2016,6,Kyle Cheney,46,49.3333333333,49.8,49.8,60,33,1580.3333333333,1657.3333333333,1586,1596,42
2016,6,Sam Mayes,98,64,62.2285714286,62.75,80,98,1449,1577,1532,1635,42
2016,6,Anthony McDonald-Tipungwuti,66,70.6666666667,65.8,65.8,,66,1637.6666666667,1670.3333333333,1725,1618,41
2016,6,James Sicily,52,63,60.6,60.6,,,1569.6666666667,1485.3333333333,1719,1719,41
2016,6,Jack Frost,63,45,39.88,45,59,42,1652.6666666667,1492,1631,1559,41
2016,6,Fletcher Roberts,38.2727272727,38.2727272727,38.2727272727,38.2727272727,,51,1711.6666666667,1460.6666666667,1584,1754,41
2016,6,Jason Castagna,,,,,,,1490,1664,1535,1370,40
2016,6,James Polkinghorne,,,,,,,1637.6666666667,1670.3333333333,1725,1618,40
2016,6,Lewis Taylor,62,60.3333333333,74.8,74.8,46,44,1449,1577,1532,1635,40
2016,6,Sam Day,48,63,60.8,60.8,35,35,1509.3333333333,1392.3333333333,1455,1455,40
2016,6,Isaac Smith,110,99,95.8,95.8,123,123,1569.6666666667,1485.3333333333,1719,1719,39
2016,6,Callum Sinclair,45,63,64.7647058824,62.25,22,22,1566.3333333333,1607,1682,1682,39
2016,6,Joel Patfull,69,50.3333333333,50.05,50.3333333333,45,58,1657,1672,1543,1745,39
2016,6,Bradley Hill,60,69.9666666667,71.96,60,80,80,1569.6666666667,1485.3333333333,1719,1719,39
2016,6,Neville Jetta,67,74.6666666667,67.8,67.8,59,29,1676,1577,1402,1724,39
2016,6,Ben Stratton,47,50,49,49,54,54,1569.6666666667,1485.3333333333,1719,1719,38
2016,6,Matt Dea,48,69,69.6,69.6,,48,1637.6666666667,1670.3333333333,1725,1618,38
2016,6,Lincoln McCarthy,68,64,,64,,64,1642.3333333333,1548,1534,1710,37
2016,6,Jordan Roughead,76,77.3333333333,77.6,77.6,71,76,1711.6666666667,1460.6666666667,1584,1754,37
2016,6,Kieran Lovell,,,,,,,1569.6666666667,1485.3333333333,1719,1719,36
2016,6,Tim Broomhead,58,58,58,58,63,95,1652.6666666667,1492,1631,1559,35
2016,6,Jonathon Patton,36,50.3333333333,49.1333333333,48.75,66,73,1657,1672,1543,1745,34
2016,6,Sam Rowe,43,32.6666666667,35.8,35.8,47,47,1447,1640.3333333333,1325,1581,33
2016,6,Jack Martin,76,71,83.2,83.2,113,113,1509.3333333333,1392.3333333333,1455,1455,33
2016,6,Jeremy Cameron,72,70.7575757576,70.5090909091,72,107,143,1657,1672,1543,1745,33
2016,6,Jed Adcock,62,59.2380952381,60.2285714286,58,44,62,1711.6666666667,1460.6666666667,1584,1754,33
2016,6,Jarrad Grant,54,57.1851851852,57.8222222222,54,55,55,1509.3333333333,1392.3333333333,1455,1455,33
2016,6,Touk Miller,39,59.3333333333,63.6545454545,59.3333333333,94,94,1509.3333333333,1392.3333333333,1455,1455,32
2016,6,Tim O'Brien,45,,,52.5,,,1569.6666666667,1485.3333333333,1719,1719,32
2016,6,Ivan Maric,73,79.126984127,80.3523809524,73,98,73,1490,1664,1535,1370,32
2016,6,Sharrod Wellingham,75,71.8253968254,71.1904761905,75,62,84,1610,1766.6666666667,1597,1610,32
2016,6,McKenzie Willis,,,,,,,1509.3333333333,1392.3333333333,1455,1455,32
2016,6,Darcy Gardiner,51,52,41.2,41.2,38,47,1449,1577,1532,1635,30
2016,6,Chris Masten,96,67.3333333333,74.46,67.3333333333,101,50,1610,1766.6666666667,1597,1610,30
2016,6,Sam Frost,45,52.3333333333,43.5333333333,45.5,45,45,1676,1577,1402,1724,29
2016,6,Jayden Hunt,47,,,48.5,,,1676,1577,1402,1724,29
