trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
121,False,"{'a': 0.3, 'e': 0.8099984339846871}",25,0,-75.24630514923608,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
122,False,"{'a': 0.3, 'e': 0.8021838885585818}",20,11,1.2948475500645122,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.7941296281990528}",20,11,-31.311924060579578,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.3, 'e': 0.7858349830425586}",20,0,-52.567384037599204,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
125,False,"{'a': 0.3, 'e': 0.7772998611746911}",20,11,-57.98909751014557,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 1}",1
126,False,"{'a': 0.3, 'e': 0.7685247834990178}",20,0,-48.201632795603054,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
127,False,"{'a': 0.3, 'e': 0.759510916949111}",30,13,-8.205339272328725,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.3, 'e': 0.7502601055951177}",30,17,-0.4187022839826138,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.740774899182154}",25,17,-5.2083076816229035,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.3, 'e': 0.7310585786300049}",20,10,-19.43793019389125,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.7211151780228631}",30,16,-94.87267048238024,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
132,False,"{'a': 0.3, 'e': 0.7109495026250039}",25,0,-121.48300602371246,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",1
133,False,"{'a': 0.3, 'e': 0.700567142473973}",20,16,8.25927695897856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.3, 'e': 0.6899744811276125}",20,0,-221.06787247228345,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
135,False,"{'a': 0.3, 'e': 0.679178699175393}",25,3,-26.360251016191608,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.3, 'e': 0.6681877721681662}",20,0,-68.57164361338694,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
137,False,"{'a': 0.3, 'e': 0.6570104626734988}",20,11,10.28411875796301,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.6456563062257954}",25,3,-15.022846910970848,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
139,False,"{'a': 0.3, 'e': 0.6341355910108007}",25,18,-0.8057702722670386,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.3, 'e': 0.6224593312018546}",25,7,-37.53307589478022,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
141,False,"{'a': 0.3, 'e': 0.610639233949222}",25,6,-58.40914885257211,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 0}",1
142,False,"{'a': 0.3, 'e': 0.598687660112452}",20,6,-3.442836233153042,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.3, 'e': 0.5866175789173301}",20,0,-55.45278804448841,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
144,False,"{'a': 0.3, 'e': 0.574442516811659}",30,21,8.137620555201154,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.3, 'e': 0.5621765008857981}",20,9,-41.7777564701289,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.3, 'e': 0.549833997312478}",20,14,10.194492948794078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.5374298453437496}",20,6,-23.808114941312237,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.3, 'e': 0.52497918747894}",35,8,-15.070323289527717,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
149,False,"{'a': 0.3, 'e': 0.5124973964842103}",25,0,-90.36214131919938,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
150,False,"{'a': 0.3, 'e': 0.5}",20,16,6.362246061104108,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.4875026035157896}",20,0,-70.4122753280278,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
152,False,"{'a': 0.3, 'e': 0.47502081252106}",20,1,-5.712953774525883,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.3, 'e': 0.46257015465625045}",20,0,-73.5536453108659,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
154,False,"{'a': 0.3, 'e': 0.45016600268752216}",30,5,-42.55284861581364,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
155,False,"{'a': 0.3, 'e': 0.43782349911420193}",20,0,-37.37776765793111,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
156,False,"{'a': 0.3, 'e': 0.425557483188341}",25,14,12.998625443108486,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.41338242108267}",20,5,-65.87485661286114,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
158,False,"{'a': 0.3, 'e': 0.401312339887548}",20,12,13.718347040139186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.389360766050778}",20,4,1.6455285523777625,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.3775406687981454}",20,12,8.032385945167267,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.36586440898919936}",20,6,12.32763699352111,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.3, 'e': 0.35434369377420455}",25,20,10.86653266566231,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.3, 'e': 0.34298953732650117}",35,0,-77.46555977017374,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
164,False,"{'a': 0.3, 'e': 0.3318122278318339}",20,12,8.81771296462668,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.3, 'e': 0.320821300824607}",25,0,17.641603106549226,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.3, 'e': 0.31002551887238755}",30,16,18.780265890599622,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.29943285752602705}",20,13,1.7934325477513675,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.289050497374996}",25,19,11.081809914637919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.2788848219771369}",20,0,18.02177207591633,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.3, 'e': 0.2689414213699951}",35,25,16.401664748320627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.3, 'e': 0.259225100817846}",20,15,9.662818685956957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.3, 'e': 0.24973989440488234}",25,6,23.540978519317623,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.24048908305088887}",25,16,1.2463270369202988,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.23147521650098232}",20,11,9.227451919601155,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.3, 'e': 0.22270013882530884}",25,17,-12.489708546513633,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.2141650169574414}",20,14,9.961507551746276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.20587037180094733}",30,11,34.74941497241477,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.3, 'e': 0.19781611144141822}",25,14,18.242536503530097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.19000156601531293}",20,12,11.000729301495737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.18242552380635635}",35,26,-23.600039666514313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.3, 'e': 0.1750862681640398}",20,6,11.337197294362406,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.16798161486607552}",35,25,2.491263509468858,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.16110894957658523}",25,13,-6.832098614871975,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.15446526508353467}",25,17,9.65125134122689,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.14804719803168948}",25,11,0.02304440699578314,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.3, 'e': 0.14185106490048777}",20,15,10.522066618780634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.13587289700909427}",25,10,19.048662418746716,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.3, 'e': 0.13010847436299783}",35,16,7.941115363552104,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.3, 'e': 0.12455335818741639}",20,14,5.512187370035727,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.3, 'e': 0.11920292202211755}",35,21,22.94716585288509,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.11405238127979084}",25,8,26.429345871757732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.10909682119561293}",20,12,13.597355702839163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.10433122311900131}",25,18,13.473397954319463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.3, 'e': 0.09975048911968513}",20,9,-4.538566907952907,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.09534946489910949}",20,8,24.079861333807703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.3, 'e': 0.09112296101485612}",25,10,8.770621386811214,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.3, 'e': 0.08706577244027125}",30,20,11.893719526311056,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.3, 'e': 0.08317269649392235}",25,11,22.972005146632448,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3, 'e': 0.07943854918397836}",25,9,29.169453576918766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.07585818002124355}",25,11,12.494210739887759,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.3, 'e': 0.07242648536151769}",20,13,13.563256629734761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.06913842034334682}",20,14,8.626921010471667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.3, 'e': 0.06598900949121876}",25,11,23.960772259225244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.3, 'e': 0.06297335605699649}",30,18,20.9168537977368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3, 'e': 0.060086650174007626}",25,17,11.261282073461715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.05732417589886873}",20,9,20.04557901706254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.05468131721594076}",20,13,13.859894767932031,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.05215356307841772}",20,10,16.508733427544477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.04973651155855672}",35,18,31.6879472011887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.04742587317756678}",20,16,9.397456027171483,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.04521747348328748}",30,18,23.810799007449035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.043107254941086116}",30,20,17.08091589488306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.3, 'e': 0.041091278200464994}",20,5,23.41692743166462,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.039165722796764356}",20,12,14.923925792632962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.03732688734412946}",20,10,4.641554372971916,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.03557118927263617}",20,8,20.00128821876954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.03389516415917814}",20,7,22.712898613087585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.032295464698450495}",25,15,21.39904107806577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.3, 'e': 0.030768859357148008}",20,10,10.479408290003663,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.02931223075135632}",25,13,18.943148755742033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.027922573784073014}",20,1,31.448898065906338,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.3, 'e': 0.026596993576865856}",35,17,33.46767216389858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.02533270322687172}",25,11,24.188238239483617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.024127021417669196}",25,13,21.074666354397305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.022977369910025615}",35,23,24.335678406247858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.021881270936130466}",20,8,20.905392532548532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.020836344518680425}",25,12,25.227681748321277,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.019840305734077503}",25,11,24.888571801921028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.01889096193703905}",25,9,26.009917748553967,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.01798620996209156}",20,7,24.002087466342456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.017124033315727736}",20,11,17.32890651325529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.3, 'e': 0.01630249937144093}",20,15,8.970300674076196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.015519756578408886}",25,8,34.04489259704589,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.014774031693273055}",20,10,20.126309895706264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.014063627043245475}",20,13,15.203050780379344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.013386917827664779}",25,12,20.633208214259056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.012742349464111596}",25,20,8.583672095001205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.012128434984274237}",20,12,13.459662875826265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.011543752483922289}",25,18,12.755993752556094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.01098694263059318}",35,28,13.687509097894566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.010456706231918071}",20,15,9.776078640906423,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.009951801866904317}",20,14,10.97179486489111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.009471043581946108}",20,14,12.805266048352184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.009013298652847822}",20,1,-10.633229882000993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.3, 'e': 0.008577485413711984}",35,19,28.452121633847934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.3, 'e': 0.00816257115315989}",25,11,26.835195669156537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
